number,value,datetime_start,datetime_complete,duration,params_sigma_scale_Prosody,params_sigma_scale_Scene,params_sigma_scale_Timbre,params_sigma_scale_Vocal_Tract,params_sigma_scale_Voice_Quality,params_tau,user_attrs_effective_rank,user_attrs_effective_rank_avg,user_attrs_group_breakdown,user_attrs_max_group_uniformity,user_attrs_min_group_alignment,user_attrs_min_group_rank,user_attrs_uniformity,user_attrs_uniformity_avg,user_attrs_weight_entropy_ratio,system_attrs_constraints,state
0,0.9432987755537035,2026-07-27 09:16:48.856948,2026-07-27 09:23:55.055789,0 days 00:07:06.198841,0.7220721098226064,0.13831748681407516,0.3472501825396631,0.4582013868952863,0.13832442448846113,0.40581311290499433,1.782820951938629,2.754875441789627,"{""Prosody"": {""alignment"": 0.9903398275375366, ""uniformity"": -0.03629857152700424, ""effective_rank"": 1.782820951938629, ""weight_entropy_ratio"": 0.8868787698685463}, ""Vocal_Tract"": {""alignment"": 0.9902637004852295, ""uniformity"": -0.036786894267424944, ""effective_rank"": 1.7878648519515992, ""weight_entropy_ratio"": 0.7478105843265916}, ""Timbre"": {""alignment"": 0.8674893319606781, ""uniformity"": -0.7657586574554444, ""effective_rank"": 4.186679923534394, ""weight_entropy_ratio"": 0.6467066613811951}, ""Voice_Quality"": {""alignment"": 0.9904455542564392, ""uniformity"": -0.036140172416344284, ""effective_rank"": 1.7829107224941254, ""weight_entropy_ratio"": 0.46873666396338487}, ""Scene"": {""alignment"": 0.8779554635286331, ""uniformity"": -0.7826259389519692, ""effective_rank"": 4.234100759029388, ""weight_entropy_ratio"": 0.2575968108490957}}",-0.036140172416344284,0.8674893319606781,1.782820951938629,-0.036140172416344284,-0.3315220469236374,0.6015458980777626,"[0.41385982758365575, 0.7171790480613709]",COMPLETE
1,0.9978285896778105,2026-07-27 09:23:59.318914,2026-07-27 09:31:02.537179,0 days 00:07:03.218265,0.6056685237625633,0.7514773163638977,0.4359666365651394,0.3490285460630004,0.10437335666720517,0.10517943155978948,1.2261310696601868,1.5246211409568786,"{""Prosody"": {""alignment"": 0.9996384173631668, ""uniformity"": -0.0014979102998040617, ""effective_rank"": 1.2261310696601868, ""weight_entropy_ratio"": 0.8501613763276105}, ""Vocal_Tract"": {""alignment"": 0.9996266692876816, ""uniformity"": -0.0015031918010208756, ""effective_rank"": 1.2271463692188262, ""weight_entropy_ratio"": 0.6661600669498889}, ""Timbre"": {""alignment"": 0.9916360795497894, ""uniformity"": -0.15232886876910925, ""effective_rank"": 2.0149134278297423, ""weight_entropy_ratio"": 0.7748039581400888}, ""Voice_Quality"": {""alignment"": 0.9996048241853714, ""uniformity"": -0.0015352037153206766, ""effective_rank"": 1.2280914723873138, ""weight_entropy_ratio"": 0.4059240401982861}, ""Scene"": {""alignment"": 0.9986369580030441, ""uniformity"": -0.1102127730846405, ""effective_rank"": 1.926823365688324, ""weight_entropy_ratio"": 0.9112718745444844}}",-0.0014979102998040617,0.9916360795497894,1.2261310696601868,-0.0014979102998040617,-0.05341558953397908,0.7216642632320717,"[0.44850208970019595, 1.2738689303398132]",COMPLETE
2,0.7470934662222862,2026-07-27 09:31:09.460768,2026-07-27 09:38:23.103924,0 days 00:07:13.643156,0.15551107542108783,0.2977846306223348,0.14643024075185015,0.14595006988277215,0.1882600298604725,0.8408205087604007,3.166882860660553,4.05970911026001,"{""Prosody"": {""alignment"": 0.8611534029245377, ""uniformity"": -0.730605237185955, ""effective_rank"": 3.166882860660553, ""weight_entropy_ratio"": 0.32950718857736283}, ""Vocal_Tract"": {""alignment"": 0.7374493092298507, ""uniformity"": -0.6746851146221161, ""effective_rank"": 3.1733487963676454, ""weight_entropy_ratio"": 0.25701017376343277}, ""Timbre"": {""alignment"": 0.6950082302093505, ""uniformity"": -1.2735569715499877, ""effective_rank"": 5.624274182319641, ""weight_entropy_ratio"": 0.191368251382608}, ""Voice_Quality"": {""alignment"": 0.6921706274151802, ""uniformity"": -0.6354456439614296, ""effective_rank"": 3.2003915786743162, ""weight_entropy_ratio"": 0.5467816146573132}, ""Scene"": {""alignment"": 0.7496857613325119, ""uniformity"": -1.1520043671131135, ""effective_rank"": 5.133648133277893, ""weight_entropy_ratio"": 0.5879933025950406}}",-0.6354456439614296,0.6921706274151802,3.166882860660553,-0.6354456439614296,-0.8932594668865204,0.38253210619515154,"[-0.18544564396142954, -0.6668828606605528]",COMPLETE
3,0.9131037628650664,2026-07-27 09:38:31.116928,2026-07-27 09:46:20.566952,0 days 00:07:49.450024,0.18323402450269796,0.2142188641834878,0.13365201439497273,0.3569095943771272,0.18358318781006536,0.46034776771000996,2.40957248210907,3.585133630037307,"{""Prosody"": {""alignment"": 0.9843315243721008, ""uniformity"": -0.06271633198484779, ""effective_rank"": 2.4144407987594603, ""weight_entropy_ratio"": 0.409552482638649}, ""Vocal_Tract"": {""alignment"": 0.9832386434078216, ""uniformity"": -0.062183397077023986, ""effective_rank"": 2.4121290743350983, ""weight_entropy_ratio"": 0.6591623178915254}, ""Timbre"": {""alignment"": 0.8106035083532334, ""uniformity"": -1.07054346203804, ""effective_rank"": 5.353056764602661, ""weight_entropy_ratio"": 0.16602370883145015}, ""Voice_Quality"": {""alignment"": 0.9836373269557953, ""uniformity"": -0.06214633220806718, ""effective_rank"": 2.40957248210907, ""weight_entropy_ratio"": 0.5354816262858979}, ""Scene"": {""alignment"": 0.8037078112363816, ""uniformity"": -1.077933457493782, ""effective_rank"": 5.336469030380249, ""weight_entropy_ratio"": 0.43245889181452535}}",-0.06214633220806718,0.8037078112363816,2.40957248210907,-0.06214633220806718,-0.46710459616035216,0.4405358054924095,"[0.3878536677919328, 0.09042751789093018]",COMPLETE
4,0.9108916682004928,2026-07-27 09:46:28.923536,2026-07-27 09:54:21.020969,0 days 00:07:52.097433,0.5117814598236953,0.1101409714381911,0.2913399036733846,0.1514688727422765,0.34277067939409994,0.4832664850061841,2.31808198094368,3.6869894552230833,"{""Prosody"": {""alignment"": 0.9771388292312622, ""uniformity"": -0.08121897326782346, ""effective_rank"": 2.347220504283905, ""weight_entropy_ratio"": 0.7930144537805666}, ""Vocal_Tract"": {""alignment"": 0.9767306119203567, ""uniformity"": -0.07934337286278606, ""effective_rank"": 2.332012802362442, ""weight_entropy_ratio"": 0.26545660163535056}, ""Timbre"": {""alignment"": 0.8138499736785889, ""uniformity"": -0.9724232524633407, ""effective_rank"": 5.754818463325501, ""weight_entropy_ratio"": 0.5489480687393555}, ""Voice_Quality"": {""alignment"": 0.97658089697361, ""uniformity"": -0.07759275801945478, ""effective_rank"": 2.31808198094368, ""weight_entropy_ratio"": 0.6868743999292238}, ""Scene"": {""alignment"": 0.8101580291986465, ""uniformity"": -1.0092489212751388, ""effective_rank"": 5.68281352519989, ""weight_entropy_ratio"": 0.17319476610246767}}",-0.07759275801945478,0.8101580291986465,2.31808198094368,-0.07759275801945478,-0.4439654555777087,0.49349765803739293,"[0.3724072419805452, 0.1819180190563201]",COMPLETE
5,0.965038214325905,2026-07-27 09:54:28.360487,2026-07-27 10:01:21.123159,0 days 00:06:52.762672,0.14256030920149879,0.5371004924854034,0.7193314150910518,0.1144846978456873,0.7448222129315538,0.6271676093063665,1.6586140632629394,2.385700092315674,"{""Prosody"": {""alignment"": 0.9898616820573807, ""uniformity"": -0.03783281305804849, ""effective_rank"": 1.6644713163375855, ""weight_entropy_ratio"": 0.31409548526749315}, ""Vocal_Tract"": {""alignment"": 0.9894233226776123, ""uniformity"": -0.04013312682509422, ""effective_rank"": 1.6725753664970398, ""weight_entropy_ratio"": 0.16753436769822788}, ""Timbre"": {""alignment"": 0.9342696368694305, ""uniformity"": -0.5005367726087571, ""effective_rank"": 3.4881502628326415, ""weight_entropy_ratio"": 0.9297847140133246}, ""Voice_Quality"": {""alignment"": 0.9904999643564224, ""uniformity"": -0.03748595844954252, ""effective_rank"": 1.6586140632629394, ""weight_entropy_ratio"": 0.8596022234955137}, ""Scene"": {""alignment"": 0.9211364656686782, ""uniformity"": -0.5927595898509026, ""effective_rank"": 3.444689452648163, ""weight_entropy_ratio"": 0.8178204787567724}}",-0.03748595844954252,0.9211364656686782,1.6586140632629394,-0.03748595844954252,-0.241749652158469,0.6177674538462663,"[0.4125140415504575, 0.8413859367370606]",COMPLETE
6,0.9473487937450409,2026-07-27 10:01:25.287971,2026-07-27 10:08:17.228094,0 days 00:06:51.940123,0.12251992101776236,0.2800201663779506,0.24974529191110562,0.4148814287315354,0.1288877101323635,0.33938308071470213,1.8787358760833741,3.0663774514198305,"{""Prosody"": {""alignment"": 0.9947367489337922, ""uniformity"": -0.022633742727339267, ""effective_rank"": 1.88222576379776, ""weight_entropy_ratio"": 0.25679189521517354}, ""Vocal_Tract"": {""alignment"": 0.9941057801246643, ""uniformity"": -0.0224428441375494, ""effective_rank"": 1.8787358760833741, ""weight_entropy_ratio"": 0.7083948181538842}, ""Timbre"": {""alignment"": 0.8748069256544113, ""uniformity"": -0.7710033163428307, ""effective_rank"": 4.877006411552429, ""weight_entropy_ratio"": 0.45845805853090826}, ""Voice_Quality"": {""alignment"": 0.9937829703092576, ""uniformity"": -0.023926095059141516, ""effective_rank"": 1.900740623474121, ""weight_entropy_ratio"": 0.4542181164904087}, ""Scene"": {""alignment"": 0.8793115437030792, ""uniformity"": -0.7504667729139328, ""effective_rank"": 4.793178582191468, ""weight_entropy_ratio"": 0.5670072946383756}}",-0.0224428441375494,0.8748069256544113,1.8787358760833741,-0.0224428441375494,-0.3180945542361587,0.48897403660575006,"[0.42755715586245063, 0.6212641239166259]",COMPLETE
7,0.9961103028059005,2026-07-27 10:08:21.431583,2026-07-27 10:15:10.558421,0 days 00:06:49.126838,0.6625187138404189,0.2948955523232026,0.3965676111103478,0.17127801069727153,0.19120672003192066,0.08266909505945748,1.3310421586036683,1.7436043846607205,"{""Prosody"": {""alignment"": 0.9987642139196395, ""uniformity"": -0.005140127846971154, ""effective_rank"": 1.3310421586036683, ""weight_entropy_ratio"": 0.8718343072755882}, ""Vocal_Tract"": {""alignment"": 0.9986744344234466, ""uniformity"": -0.005129068763926626, ""effective_rank"": 1.331410300731659, ""weight_entropy_ratio"": 0.3235871479507436}, ""Timbre"": {""alignment"": 0.989120501279831, ""uniformity"": -0.16890927851200105, ""effective_rank"": 2.320089280605316, ""weight_entropy_ratio"": 0.7150183203360092}, ""Voice_Quality"": {""alignment"": 0.998700737953186, ""uniformity"": -0.005153370392508805, ""effective_rank"": 1.3311537683010102, ""weight_entropy_ratio"": 0.5481431430349785}, ""Scene"": {""alignment"": 0.9952916264533996, ""uniformity"": -0.2036072552204132, ""effective_rank"": 2.4043264150619508, ""weight_entropy_ratio"": 0.5781097064395013}}",-0.005129068763926626,0.989120501279831,1.3310421586036683,-0.005129068763926626,-0.07758782014716417,0.6073385250073642,"[0.4448709312360734, 1.1689578413963317]",COMPLETE
8,0.9591892796754837,2026-07-27 10:15:14.733483,2026-07-27 10:22:02.357496,0 days 00:06:47.624013,0.1468724054869181,0.6428499585801386,0.5012041881363469,0.7509692752447114,0.7054270142609772,0.5693747653761156,1.5387314021587373,2.331880061626434,"{""Prosody"": {""alignment"": 0.9945805609226227, ""uniformity"": -0.020421435916796328, ""effective_rank"": 1.5698766648769378, ""weight_entropy_ratio"": 0.3359351239642662}, ""Vocal_Tract"": {""alignment"": 0.9950584650039673, ""uniformity"": -0.017555938055738806, ""effective_rank"": 1.544459068775177, ""weight_entropy_ratio"": 0.9014781097237885}, ""Timbre"": {""alignment"": 0.8988184362649918, ""uniformity"": -0.6263419359922409, ""effective_rank"": 3.4975998759269715, ""weight_entropy_ratio"": 0.8370328609355321}, ""Voice_Quality"": {""alignment"": 0.9953606277704239, ""uniformity"": -0.016992491926066576, ""effective_rank"": 1.5387314021587373, ""weight_entropy_ratio"": 0.852322884377668}, ""Scene"": {""alignment"": 0.9121283084154129, ""uniformity"": -0.6328880652785301, ""effective_rank"": 3.508733296394348, ""weight_entropy_ratio"": 0.8811422819844716}}",-0.016992491926066576,0.8988184362649918,1.5387314021587373,-0.016992491926066576,-0.26283997343387455,0.7615822521971453,"[0.43300750807393346, 0.9612685978412627]",COMPLETE
9,0.885040554702282,2026-07-27 10:22:06.530534,2026-07-27 10:28:54.660510,0 days 00:06:48.129976,0.6800414597277957,0.19669918667681466,0.1503107911459383,0.12020338353108916,0.10986119324556899,0.6180049798705309,2.3629071712493896,3.8168135976791375,"{""Prosody"": {""alignment"": 0.9773650914430618, ""uniformity"": -0.08467632653191685, ""effective_rank"": 2.3629071712493896, ""weight_entropy_ratio"": 0.8744209726672348}, ""Vocal_Tract"": {""alignment"": 0.9642426103353501, ""uniformity"": -0.11466570803895593, ""effective_rank"": 2.5425209403038025, ""weight_entropy_ratio"": 0.18837276508514958}, ""Timbre"": {""alignment"": 0.74224753677845, ""uniformity"": -1.3894055783748627, ""effective_rank"": 6.128303337097168, ""weight_entropy_ratio"": 0.20531507035905947}, ""Voice_Quality"": {""alignment"": 0.9723331958055497, ""uniformity"": -0.08964409939944744, ""effective_rank"": 2.4010463118553163, ""weight_entropy_ratio"": 0.4146503972239482}, ""Scene"": {""alignment"": 0.7690143391489983, ""uniformity"": -1.2303580403327943, ""effective_rank"": 5.649290227890015, ""weight_entropy_ratio"": 0.39160905258443723}}",-0.08467632653191685,0.74224753677845,2.3629071712493896,-0.08467632653191685,-0.5817499505355953,0.41487365158396583,"[0.36532367346808314, 0.13709282875061035]",COMPLETE
