trial_number,alignment,max_group_uniformity,min_group_rank,min_group_alignment,uniformity,effective_rank,uniformity_avg,effective_rank_avg,weight_entropy_ratio,tau,sigma_scale,feasible,group_Prosody_alignment,group_Prosody_uniformity,group_Prosody_effective_rank,group_Prosody_entropy_ratio,group_Vocal_Tract_alignment,group_Vocal_Tract_uniformity,group_Vocal_Tract_effective_rank,group_Vocal_Tract_entropy_ratio,group_Timbre_alignment,group_Timbre_uniformity,group_Timbre_effective_rank,group_Timbre_entropy_ratio,group_Voice_Quality_alignment,group_Voice_Quality_uniformity,group_Voice_Quality_effective_rank,group_Voice_Quality_entropy_ratio,group_Scene_alignment,group_Scene_uniformity,group_Scene_effective_rank,group_Scene_entropy_ratio,sigma_scale_Prosody,sigma_scale_Vocal_Tract,sigma_scale_Timbre,sigma_scale_Voice_Quality,sigma_scale_Scene
47,0.7979320633411408,-0.5721691183745861,3.4366461634635925,0.7611418694257737,-0.5721691183745861,3.4366461634635925,-0.7574327804148198,3.8762180900573733,0.4522705890623294,0.8887652782684698,,True,0.8619078427553177,-0.6965684503316879,3.4970446467399596,0.45136036452372463,0.7611418694257737,-0.6241476014256477,3.470329058170319,0.16890573850690627,0.8096468508243561,-0.9223350316286087,4.461258995532989,0.8441437098340676,0.7654414862394333,-0.5721691183745861,3.4366461634635925,0.6313653016373305,0.7915222674608231,-0.9719437003135681,4.515811586380005,0.16557783080961783,0.2065530971939842,0.11181601311788497,0.523503124887893,0.25890122314464875,0.10596832462327187
2,0.7470934662222862,-0.6354456439614296,3.166882860660553,0.6921706274151802,-0.6354456439614296,3.166882860660553,-0.8932594668865204,4.05970911026001,0.38253210619515154,0.8408205087604007,,True,0.8611534029245377,-0.730605237185955,3.166882860660553,0.32950718857736283,0.7374493092298507,-0.6746851146221161,3.1733487963676454,0.25701017376343277,0.6950082302093505,-1.2735569715499877,5.624274182319641,0.191368251382608,0.6921706274151802,-0.6354456439614296,3.2003915786743162,0.5467816146573132,0.7496857613325119,-1.1520043671131135,5.133648133277893,0.5879933025950406,0.15551107542108783,0.14595006988277215,0.14643024075185015,0.1882600298604725,0.2977846306223348
