trial_number,alignment,max_group_uniformity,min_group_rank,min_group_alignment,uniformity,effective_rank,uniformity_avg,effective_rank_avg,weight_entropy_ratio,tau,sigma_scale,feasible,group_Prosody_alignment,group_Prosody_uniformity,group_Prosody_effective_rank,group_Prosody_entropy_ratio,group_Vocal_Tract_alignment,group_Vocal_Tract_uniformity,group_Vocal_Tract_effective_rank,group_Vocal_Tract_entropy_ratio,group_Timbre_alignment,group_Timbre_uniformity,group_Timbre_effective_rank,group_Timbre_entropy_ratio,group_Voice_Quality_alignment,group_Voice_Quality_uniformity,group_Voice_Quality_effective_rank,group_Voice_Quality_entropy_ratio,group_Scene_alignment,group_Scene_uniformity,group_Scene_effective_rank,group_Scene_entropy_ratio,sigma_scale_Prosody,sigma_scale_Vocal_Tract,sigma_scale_Timbre,sigma_scale_Voice_Quality,sigma_scale_Scene
0,0.9432987755537035,-0.036140172416344284,1.782820951938629,0.8674893319606781,-0.036140172416344284,1.782820951938629,-0.3315220469236374,2.754875441789627,0.6015458980777626,0.40581311290499433,,False,0.9903398275375366,-0.03629857152700424,1.782820951938629,0.8868787698685463,0.9902637004852295,-0.036786894267424944,1.7878648519515992,0.7478105843265916,0.8674893319606781,-0.7657586574554444,4.186679923534394,0.6467066613811951,0.9904455542564392,-0.036140172416344284,1.7829107224941254,0.46873666396338487,0.8779554635286331,-0.7826259389519692,4.234100759029388,0.2575968108490957,0.7220721098226064,0.4582013868952863,0.3472501825396631,0.13832442448846113,0.13831748681407516
1,0.9978285896778105,-0.0014979102998040617,1.2261310696601868,0.9916360795497894,-0.0014979102998040617,1.2261310696601868,-0.05341558953397908,1.5246211409568786,0.7216642632320717,0.10517943155978948,,False,0.9996384173631668,-0.0014979102998040617,1.2261310696601868,0.8501613763276105,0.9996266692876816,-0.0015031918010208756,1.2271463692188262,0.6661600669498889,0.9916360795497894,-0.15232886876910925,2.0149134278297423,0.7748039581400888,0.9996048241853714,-0.0015352037153206766,1.2280914723873138,0.4059240401982861,0.9986369580030441,-0.1102127730846405,1.926823365688324,0.9112718745444844,0.6056685237625633,0.3490285460630004,0.4359666365651394,0.10437335666720517,0.7514773163638977
2,0.7470934662222862,-0.6354456439614296,3.166882860660553,0.6921706274151802,-0.6354456439614296,3.166882860660553,-0.8932594668865204,4.05970911026001,0.38253210619515154,0.8408205087604007,,True,0.8611534029245377,-0.730605237185955,3.166882860660553,0.32950718857736283,0.7374493092298507,-0.6746851146221161,3.1733487963676454,0.25701017376343277,0.6950082302093505,-1.2735569715499877,5.624274182319641,0.191368251382608,0.6921706274151802,-0.6354456439614296,3.2003915786743162,0.5467816146573132,0.7496857613325119,-1.1520043671131135,5.133648133277893,0.5879933025950406,0.15551107542108783,0.14595006988277215,0.14643024075185015,0.1882600298604725,0.2977846306223348
3,0.9131037628650664,-0.06214633220806718,2.40957248210907,0.8037078112363816,-0.06214633220806718,2.40957248210907,-0.46710459616035216,3.585133630037307,0.4405358054924095,0.46034776771000996,,False,0.9843315243721008,-0.06271633198484779,2.4144407987594603,0.409552482638649,0.9832386434078216,-0.062183397077023986,2.4121290743350983,0.6591623178915254,0.8106035083532334,-1.07054346203804,5.353056764602661,0.16602370883145015,0.9836373269557953,-0.06214633220806718,2.40957248210907,0.5354816262858979,0.8037078112363816,-1.077933457493782,5.336469030380249,0.43245889181452535,0.18323402450269796,0.3569095943771272,0.13365201439497273,0.18358318781006536,0.2142188641834878
4,0.9108916682004928,-0.07759275801945478,2.31808198094368,0.8101580291986465,-0.07759275801945478,2.31808198094368,-0.4439654555777087,3.6869894552230833,0.49349765803739293,0.4832664850061841,,False,0.9771388292312622,-0.08121897326782346,2.347220504283905,0.7930144537805666,0.9767306119203567,-0.07934337286278606,2.332012802362442,0.26545660163535056,0.8138499736785889,-0.9724232524633407,5.754818463325501,0.5489480687393555,0.97658089697361,-0.07759275801945478,2.31808198094368,0.6868743999292238,0.8101580291986465,-1.0092489212751388,5.68281352519989,0.17319476610246767,0.5117814598236953,0.1514688727422765,0.2913399036733846,0.34277067939409994,0.1101409714381911
5,0.965038214325905,-0.03748595844954252,1.6586140632629394,0.9211364656686782,-0.03748595844954252,1.6586140632629394,-0.241749652158469,2.385700092315674,0.6177674538462663,0.6271676093063665,,False,0.9898616820573807,-0.03783281305804849,1.6644713163375855,0.31409548526749315,0.9894233226776123,-0.04013312682509422,1.6725753664970398,0.16753436769822788,0.9342696368694305,-0.5005367726087571,3.4881502628326415,0.9297847140133246,0.9904999643564224,-0.03748595844954252,1.6586140632629394,0.8596022234955137,0.9211364656686782,-0.5927595898509026,3.444689452648163,0.8178204787567724,0.14256030920149879,0.1144846978456873,0.7193314150910518,0.7448222129315538,0.5371004924854034
6,0.9473487937450409,-0.0224428441375494,1.8787358760833741,0.8748069256544113,-0.0224428441375494,1.8787358760833741,-0.3180945542361587,3.0663774514198305,0.48897403660575006,0.33938308071470213,,False,0.9947367489337922,-0.022633742727339267,1.88222576379776,0.25679189521517354,0.9941057801246643,-0.0224428441375494,1.8787358760833741,0.7083948181538842,0.8748069256544113,-0.7710033163428307,4.877006411552429,0.45845805853090826,0.9937829703092576,-0.023926095059141516,1.900740623474121,0.4542181164904087,0.8793115437030792,-0.7504667729139328,4.793178582191468,0.5670072946383756,0.12251992101776236,0.4148814287315354,0.24974529191110562,0.1288877101323635,0.2800201663779506
7,0.9961103028059005,-0.005129068763926626,1.3310421586036683,0.989120501279831,-0.005129068763926626,1.3310421586036683,-0.07758782014716417,1.7436043846607205,0.6073385250073642,0.08266909505945748,,False,0.9987642139196395,-0.005140127846971154,1.3310421586036683,0.8718343072755882,0.9986744344234466,-0.005129068763926626,1.331410300731659,0.3235871479507436,0.989120501279831,-0.16890927851200105,2.320089280605316,0.7150183203360092,0.998700737953186,-0.005153370392508805,1.3311537683010102,0.5481431430349785,0.9952916264533996,-0.2036072552204132,2.4043264150619508,0.5781097064395013,0.6625187138404189,0.17127801069727153,0.3965676111103478,0.19120672003192066,0.2948955523232026
8,0.9591892796754837,-0.016992491926066576,1.5387314021587373,0.8988184362649918,-0.016992491926066576,1.5387314021587373,-0.26283997343387455,2.331880061626434,0.7615822521971453,0.5693747653761156,,False,0.9945805609226227,-0.020421435916796328,1.5698766648769378,0.3359351239642662,0.9950584650039673,-0.017555938055738806,1.544459068775177,0.9014781097237885,0.8988184362649918,-0.6263419359922409,3.4975998759269715,0.8370328609355321,0.9953606277704239,-0.016992491926066576,1.5387314021587373,0.852322884377668,0.9121283084154129,-0.6328880652785301,3.508733296394348,0.8811422819844716,0.1468724054869181,0.7509692752447114,0.5012041881363469,0.7054270142609772,0.6428499585801386
9,0.885040554702282,-0.08467632653191685,2.3629071712493896,0.74224753677845,-0.08467632653191685,2.3629071712493896,-0.5817499505355953,3.8168135976791375,0.41487365158396583,0.6180049798705309,,False,0.9773650914430618,-0.08467632653191685,2.3629071712493896,0.8744209726672348,0.9642426103353501,-0.11466570803895593,2.5425209403038025,0.18837276508514958,0.74224753677845,-1.3894055783748627,6.128303337097168,0.20531507035905947,0.9723331958055497,-0.08964409939944744,2.4010463118553163,0.4146503972239482,0.7690143391489983,-1.2303580403327943,5.649290227890015,0.39160905258443723,0.6800414597277957,0.12020338353108916,0.1503107911459383,0.10986119324556899,0.19669918667681466
