trial_number,alignment,max_group_uniformity,min_group_rank,min_group_alignment,uniformity,effective_rank,uniformity_avg,effective_rank_avg,weight_entropy_ratio,tau,sigma_scale,feasible,group_Prosody_alignment,group_Prosody_uniformity,group_Prosody_effective_rank,group_Prosody_entropy_ratio,group_Vocal_Tract_alignment,group_Vocal_Tract_uniformity,group_Vocal_Tract_effective_rank,group_Vocal_Tract_entropy_ratio,group_Timbre_alignment,group_Timbre_uniformity,group_Timbre_effective_rank,group_Timbre_entropy_ratio,group_Voice_Quality_alignment,group_Voice_Quality_uniformity,group_Voice_Quality_effective_rank,group_Voice_Quality_entropy_ratio,group_Scene_alignment,group_Scene_uniformity,group_Scene_effective_rank,group_Scene_entropy_ratio,alpha_mult_Prosody,alpha_mult_Vocal_Tract,alpha_mult_Timbre,alpha_mult_Voice_Quality,alpha_mult_Scene
24,0.8209075636863709,-0.03268084287643433,2.066455578804016,0.6744791460037232,-0.03268084287643433,2.066455578804016,-0.7233847334608435,4.146774336814881,0.8155364042936788,0.6923044766747117,,False,0.7507002878189087,-1.1467152118682862,4.977568893432617,0.6440292157301281,0.9868222117424011,-0.048269955031573775,2.246622381210327,0.8907938698212893,0.6744791460037232,-1.2939090633392334,5.831218338012695,0.8172355130788931,0.9912684965133667,-0.03268084287643433,2.066455578804016,0.9107686826866314,0.7012676763534545,-1.0953485941886902,5.612006492614746,0.8148547401514523,1.072911284336746,2.1700873485788588,1.4054134011375812,3.8398712193726787,1.540283215626578
25,0.8561946654319763,-0.07244564317166806,2.29509361743927,0.6647434735298157,-0.07244564317166806,2.29509361743927,-0.5608221000432968,3.5240379161834716,0.8356091203950449,0.8272254239290191,,False,0.974756281375885,-0.09051153168082238,2.412189049720764,0.7646526547664445,0.9800857496261597,-0.07244564317166806,2.29509361743927,0.9148724632575457,0.6822894310951233,-1.4119114208221435,5.573901386260986,0.7563335313990407,0.9790983915328979,-0.07589805774390697,2.3112996673583983,0.910287819041348,0.6647434735298157,-1.153343846797943,5.02770586013794,0.8318991335108453,1.4814085026100372,2.4492172159877046,1.2163696164421844,3.858550338732444,1.6385870667059157
26,0.8596029481887818,-0.028668094743043184,1.9913450002670288,0.6462975025177002,-0.028668094743043184,1.9913450002670288,-0.4687131761237979,2.9768134250640865,0.8065415830969767,0.9228149670730403,,False,0.9922051501274108,-0.03115334818139672,2.0153467750549314,0.7081053541495916,0.991535279750824,-0.032169437408447264,2.0186373662948607,0.8367105597674065,0.6462975025177002,-1.1351408505439757,4.533448896408081,0.8484580710975276,0.992422239780426,-0.028668094743043184,1.9913450002670288,0.8951371960148155,0.6755545687675476,-1.1164341497421264,4.325289087295532,0.7442967344555419,1.2944756146135414,1.8110415296967086,1.5376749289413163,3.476614124054047,1.2702793730780852
27,0.8807095203399657,-0.022035736814141272,1.6033309316635131,0.7106642079353332,-0.022035736814141272,1.6033309316635131,-0.43482265507429835,2.6197194938659667,0.7709276668431984,0.7431925395212449,,False,0.9929101657867432,-0.02514751199632883,1.6320018815994262,0.6168815988014369,0.9939692974090576,-0.02217765286564827,1.6033309316635131,0.8910731402234204,0.7106642079353332,-1.1170423483848573,4.276661968231201,0.6898330328215776,0.9940883922576904,-0.022035736814141272,1.6037595653533936,0.8836755336834105,0.7119155383110046,-0.9877100253105163,3.9828431224822998,0.773175028686147,1.0003527104497263,2.2569504961932876,1.0871667908552527,3.263298823195627,1.3921041330119008
28,0.8667391023635864,-0.07358634252101183,2.2563812017440794,0.6885780119895935,-0.07358634252101183,2.2563812017440794,-0.5392534531205893,3.4130664911270143,0.8117675392002236,0.6377030392471483,,False,0.9781898045539856,-0.09155037701129913,2.3387769412994386,0.6709474357529129,0.9791906523704529,-0.07536842677742243,2.267114601135254,0.8625431387172707,0.6885780119895935,-1.3015211749076843,5.169343452453614,0.8007919265106404,0.9794793820381165,-0.07358634252101183,2.2563812017440794,0.9230586658277465,0.7082576608657837,-1.1542409443855286,5.033716259002685,0.8014965291925483,1.1633064813107268,2.080975393742469,1.3521856265692682,4.213183499583422,1.5304419954098833
29,0.9350243210792543,-0.059182176217436794,1.9035395765304566,0.8580799269676208,-0.059182176217436794,1.9035395765304566,-0.2402073783278465,2.3276673583984375,0.8098769361692885,0.5606362149023747,,False,0.9827690529823303,-0.064951938316226,1.9653829526901245,0.7162862280105219,0.9833046412467956,-0.06238601103425026,1.949186029434204,0.938718490184153,0.8580799269676208,-0.4902986252307892,2.9165418434143064,0.858705602558958,0.9838882875442505,-0.059182176217436794,1.9035395765304566,0.8592739145817312,0.8670796966552734,-0.5242181408405304,2.9036863899230956,0.6764004455110784,1.2768290543968295,2.78180781703377,1.5775914665386952,2.8989403819754873,1.0735722787864483
30,0.8745451426506042,-0.01674774184823036,1.5666853523254394,0.6772643685340881,-0.01674774184823036,1.5666853523254394,-0.46512177310884,2.7948877315521243,0.8076420768823973,0.8549213936106136,,False,0.9947066378593444,-0.021115164421498776,1.6173028564453125,0.6456005818884953,0.9956823205947876,-0.01674774184823036,1.5666853523254394,0.9425612975062796,0.6772643685340881,-1.2070786571502685,4.681049690246582,0.7475611523945563,0.9949876999855042,-0.01953969430178404,1.6008735179901123,0.913395216145984,0.7100846862792969,-1.061127607822418,4.508527240753174,0.7890921364766715,1.086269855425461,3.017553486831684,1.2014224605556751,3.8884548504481753,1.4340129925737215
31,0.7915530815124512,-0.2338817299157381,3.041067051887512,0.6594588160514832,-0.2338817299157381,3.041067051887512,-0.7786088374257087,4.198611874580384,0.8014671460221042,0.801445182621002,,False,0.7642571377754211,-1.0232862651348114,4.824095849990845,0.6143761709061621,0.9136285805702209,-0.2565200342983007,3.1153679943084716,0.8852948421124832,0.6594588160514832,-1.3161071586608886,5.209237098693848,0.7929247306311816,0.9203598737716675,-0.2338817299157381,3.041067051887512,0.9130257190717237,0.7000609993934631,-1.063248999118805,4.80329137802124,0.8017142673889712,1.0034011795003883,2.233079375235032,1.3299757983832845,4.008755509048106,1.4816625321127213
32,0.9688438591957091,-0.014432304166257381,1.5378392505645753,0.9237593340873719,-0.014432304166257381,1.5378392505645753,-0.18156243355572227,2.266846479415894,0.8111143678851385,0.2133621970740382,,False,0.9962690877914429,-0.015002313144505024,1.5490957069396973,0.6533274267014099,0.9960699486732483,-0.015557623729109763,1.5604160594940186,0.9101286437050792,0.9317734456062317,-0.40165221095085146,3.292940254211426,0.8257186363936374,0.9963474798202515,-0.014432304166257381,1.5378392505645753,0.8986669652609466,0.9237593340873719,-0.46116771578788757,3.393941125869751,0.7677301673646194,1.0923352456071753,2.4654488057396797,1.4569386836725422,3.5826868650247565,1.351480720396923
33,0.8453217220306396,-0.16948952347040178,2.621002407073975,0.6843543839454651,-0.16948952347040178,2.621002407073975,-0.5934821289479733,3.5569023036956793,0.8201676782838102,0.8097894849656839,,False,0.9416978359222412,-0.24413637518882753,2.873677978515625,0.6856209931342906,0.9491251420974731,-0.17379085436463357,2.639996576309204,0.9155068927079999,0.6843543839454651,-1.301488676071167,4.998495635986328,0.7719314667679086,0.950040864944458,-0.16948952347040178,2.621002407073975,0.926471175848111,0.7013903832435608,-1.0785052156448365,4.651338920593262,0.8013078629607407,1.1767294058568072,2.6438189449206724,1.2927135841069046,4.307713415846858,1.5077088712166824
34,0.8510208849906923,-0.08793290957808494,2.377411975860596,0.6633581995964051,-0.08793290957808494,2.377411975860596,-0.5231492254436017,3.170219223022461,0.8248975170525334,0.9290779193843195,,False,0.973507993221283,-0.09896042734384537,2.4352526092529296,0.634991800767628,0.9762746381759644,-0.08793290957808494,2.377411975860596,0.901267792013979,0.6633581995964051,-1.2725949430465697,4.508362464904785,0.8148783591086114,0.97538236618042,-0.08898507207632064,2.3931759929656984,0.9214763361090098,0.6665812277793884,-1.0672727751731872,4.136893072128296,0.8518732972634382,1.0499574362813073,2.3944785490365255,1.3820321503357362,4.127856524851036,1.659128243489578
35,0.8112270889282226,-0.1917508540302515,3.1768310928344725,0.6846867275238037,-0.1917508540302515,3.1768310928344725,-0.7653920981436968,4.389815221786499,0.7924548678357235,0.6869662550837901,,False,0.7913257265090943,-0.8921816349029541,4.780719108581543,0.6680436828114981,0.9365095186233521,-0.20781638145446776,3.2529812145233152,0.8136688963260668,0.6846867275238037,-1.431569595336914,5.690041217803955,0.738835145820724,0.9409816980361938,-0.1917508540302515,3.1768310928344725,0.9186139054089866,0.7026317739486694,-1.1036420249938965,5.048503475189209,0.8231127088113424,1.1507449298569883,1.707384816111747,1.1825938695286269,3.9252194885211495,1.5767496921586677
36,0.8074961290359498,-0.05201759733259678,2.4232229518890382,0.6655653357505799,-0.05201759733259678,2.4232229518890382,-0.8072243807762861,4.369816047668457,0.789226520769924,0.7628734920420704,,False,0.6975323462486267,-1.2213676404953002,5.290303344726563,0.7091296379549915,0.986008596420288,-0.05201759733259678,2.4232229518890382,0.9192284954878636,0.7029829049110412,-1.4293005132675172,6.023871307373047,0.695151496698849,0.9853914618492127,-0.05381362661719322,2.444346532821655,0.8743192984774475,0.6655653357505799,-1.2796225261688232,5.6673361015319825,0.7483036752304684,1.249736796123658,2.5634162269976795,1.0775667886245799,3.1726264034782696,1.253289744684729
37,0.9063925118446352,-0.0696724958717823,2.4212071609497072,0.7848362636566162,-0.0696724958717823,2.4212071609497072,-0.44014405748248103,3.4136754856109617,0.7531811834667093,0.44598968119453386,,False,0.9800801658630371,-0.07591048642992973,2.4636621570587156,0.6347456397193391,0.980155975818634,-0.07553724274039268,2.4638035774230955,0.8560402719528442,0.7848362636566162,-1.0004060983657836,5.0408343315124515,0.7686793405383991,0.9813791608810425,-0.0696724958717823,2.4212071609497072,0.906692180963908,0.8055109930038452,-0.9791939640045166,4.67887020111084,0.5997484841590563,1.0507756120936307,1.947749120061062,1.259398008819602,3.785643412083207,0.9068878185266083
38,0.8306401391029357,-0.17843706890940667,2.815914487838745,0.7073336338996887,-0.17843706890940667,2.815914487838745,-0.6419675517976284,3.9986661567687993,0.8466819908908123,0.6509987762869278,,False,0.816033878326416,-0.7318923497200012,3.8813557052612304,0.8452923229000179,0.9320498037338257,-0.2340938687324524,3.035620584487915,0.8481031468346671,0.7073336338996887,-1.1279445433616637,5.289854316711426,0.8291888990341285,0.9478726315498353,-0.17843706890940667,2.815914487838745,0.9246544657869366,0.7499107480049133,-0.937469928264618,4.970585689544678,0.7861711198983116,1.9791779109401384,1.8656045072787932,1.4596269422101722,4.317075462955927,1.4335051773016603
