number,value,datetime_start,datetime_complete,duration,params_alpha_mult_Prosody,params_alpha_mult_Scene,params_alpha_mult_Timbre,params_alpha_mult_Vocal_Tract,params_alpha_mult_Voice_Quality,params_tau,user_attrs_effective_rank,user_attrs_effective_rank_avg,user_attrs_group_breakdown,user_attrs_max_group_uniformity,user_attrs_min_group_alignment,user_attrs_min_group_rank,user_attrs_uniformity,user_attrs_uniformity_avg,user_attrs_weight_entropy_ratio,system_attrs_constraints,state
60,0.9010173692703246,2026-07-28 15:30:18.427808,2026-07-28 15:39:23.987006,0 days 00:09:05.559198,1.391786461176382,0.6868639159202764,0.8883588117224688,1.179568468999934,0.6488265026398451,0.4460634288089287,2.3650405645370483,3.853352811813354,"{""Prosody"": {""alignment"": 0.9807636976242066, ""uniformity"": -0.07484872706234455, ""effective_rank"": 2.3951828479766846, ""weight_entropy_ratio"": 0.7345197337772287}, ""Vocal_Tract"": {""alignment"": 0.9801900601387024, ""uniformity"": -0.07525387555360794, ""effective_rank"": 2.3998208093643187, ""weight_entropy_ratio"": 0.692197902486665}, ""Timbre"": {""alignment"": 0.785741834640503, ""uniformity"": -1.3284805536270141, ""effective_rank"": 6.081785202026367, ""weight_entropy_ratio"": 0.5769259929469148}, ""Voice_Quality"": {""alignment"": 0.980753345489502, ""uniformity"": -0.07125212490558624, ""effective_rank"": 2.3650405645370483, ""weight_entropy_ratio"": 0.5201159121539406}, ""Scene"": {""alignment"": 0.7776379084587097, ""uniformity"": -1.3560270166397095, ""effective_rank"": 6.024934635162354, ""weight_entropy_ratio"": 0.4737397007650347}}",-0.07125212490558624,0.7776379084587097,2.3650405645370483,-0.07125212490558624,-0.5811724595576525,0.5994998484259567,"[0.2751512729376554, 0.13495943546295175]",COMPLETE
61,0.8931638569831848,2026-07-28 15:39:29.004471,2026-07-28 15:48:32.909801,0 days 00:09:03.905330,1.2289115651907996,0.6210672473085609,1.629265998161936,1.0053715015475935,0.740096613754967,0.5306712087643581,2.787952585220337,3.853784297943115,"{""Prosody"": {""alignment"": 0.9373519682884216, ""uniformity"": -0.3528874823451042, ""effective_rank"": 3.014373664855957, ""weight_entropy_ratio"": 0.6935958404501015}, ""Vocal_Tract"": {""alignment"": 0.9295170402526856, ""uniformity"": -0.2512365838885307, ""effective_rank"": 2.8585262203216555, ""weight_entropy_ratio"": 0.6244492982017197}, ""Timbre"": {""alignment"": 0.8586842036247253, ""uniformity"": -0.9646262311935425, ""effective_rank"": 5.146808681488037, ""weight_entropy_ratio"": 0.8737328964649742}, ""Voice_Quality"": {""alignment"": 0.9287119102478028, ""uniformity"": -0.22827952831983567, ""effective_rank"": 2.787952585220337, ""weight_entropy_ratio"": 0.5445547378459636}, ""Scene"": {""alignment"": 0.8115541625022888, ""uniformity"": -1.0862107348442078, ""effective_rank"": 5.461260337829589, ""weight_entropy_ratio"": 0.41166285378198453}}",-0.22827952831983567,0.8115541625022888,2.787952585220337,-0.22827952831983567,-0.5766481121182442,0.6295991253489487,"[0.07172047168016432, -0.28795258522033684]",COMPLETE
62,0.8970089826583861,2026-07-28 15:48:37.160745,2026-07-28 15:57:36.778470,0 days 00:08:59.617725,1.5758084555389968,0.6055027934833754,1.7986581597116356,0.836728848476401,0.7340115387792628,0.6704348014763841,2.5715825748443604,3.4262185134887693,"{""Prosody"": {""alignment"": 0.923331286907196, ""uniformity"": -0.4231216549873352, ""effective_rank"": 2.8963429164886474, ""weight_entropy_ratio"": 0.7719040083778931}, ""Vocal_Tract"": {""alignment"": 0.9179516935348511, ""uniformity"": -0.27556590765714645, ""effective_rank"": 2.6725888061523437, ""weight_entropy_ratio"": 0.5331848444049218}, ""Timbre"": {""alignment"": 0.8849035096168518, ""uniformity"": -0.8082598447799683, ""effective_rank"": 4.133164739608764, ""weight_entropy_ratio"": 0.8906086724295984}, ""Voice_Quality"": {""alignment"": 0.9410246086120605, ""uniformity"": -0.20311909079551696, ""effective_rank"": 2.5715825748443604, ""weight_entropy_ratio"": 0.5381337559642945}, ""Scene"": {""alignment"": 0.8178338146209717, ""uniformity"": -1.173353946208954, ""effective_rank"": 4.8574135303497314, ""weight_entropy_ratio"": 0.40902986257150525}}",-0.20311909079551696,0.8178338146209717,2.5715825748443604,-0.20311909079551696,-0.5766840888857842,0.6285722287496427,"[0.09688090920448303, -0.07158257484436037]",COMPLETE
63,0.897783278465271,2026-07-28 15:57:41.092306,2026-07-28 16:06:39.924397,0 days 00:08:58.832091,1.2984504849772822,0.5293424981896622,1.5265457256777049,0.9432800883151067,0.8046537811594232,0.49620434664617097,2.855739908218384,3.760973152160645,"{""Prosody"": {""alignment"": 0.9485187816619873, ""uniformity"": -0.3225371414422989, ""effective_rank"": 3.0324923324584963, ""weight_entropy_ratio"": 0.7032979422640744}, ""Vocal_Tract"": {""alignment"": 0.9189390969276429, ""uniformity"": -0.29070748716592787, ""effective_rank"": 2.910805730819702, ""weight_entropy_ratio"": 0.5946981153562673}, ""Timbre"": {""alignment"": 0.8735937762260437, ""uniformity"": -0.9292487537860871, ""effective_rank"": 4.991040782928467, ""weight_entropy_ratio"": 0.8444421923623004}, ""Voice_Quality"": {""alignment"": 0.9172010254859925, ""uniformity"": -0.2630156123638153, ""effective_rank"": 2.855739908218384, ""weight_entropy_ratio"": 0.5720375846804885}, ""Scene"": {""alignment"": 0.8306637120246887, ""uniformity"": -1.015770354270935, ""effective_rank"": 5.014787006378174, ""weight_entropy_ratio"": 0.35518480451837253}}",-0.2630156123638153,0.8306637120246887,2.855739908218384,-0.2630156123638153,-0.5642558698058129,0.6139321278363006,"[0.03698438763618467, -0.35573990821838386]",COMPLETE
64,0.8899612936973572,2026-07-28 16:06:44.166183,2026-07-28 16:15:45.719240,0 days 00:09:01.553057,1.3435822597566254,0.5186282662268646,1.5757777393669254,0.9178989321621199,0.7040454336387442,0.571443587433434,2.448319320678711,3.70977927017212,"{""Prosody"": {""alignment"": 0.8787244820594787, ""uniformity"": -0.685567877292633, ""effective_rank"": 3.4798489665985106, ""weight_entropy_ratio"": 0.7190865556539086}, ""Vocal_Tract"": {""alignment"": 0.9324140429496766, ""uniformity"": -0.25448891073465346, ""effective_rank"": 2.8200968647003175, ""weight_entropy_ratio"": 0.5846376848902282}, ""Timbre"": {""alignment"": 0.8692233800888062, ""uniformity"": -0.9495263481140137, ""effective_rank"": 4.487292194366455, ""weight_entropy_ratio"": 0.857734424002619}, ""Voice_Quality"": {""alignment"": 0.9612944507598877, ""uniformity"": -0.13435117036104202, ""effective_rank"": 2.448319320678711, ""weight_entropy_ratio"": 0.538115716614596}, ""Scene"": {""alignment"": 0.8081501126289368, ""uniformity"": -1.1082433652877808, ""effective_rank"": 5.313339004516601, ""weight_entropy_ratio"": 0.3408595456159961}}",-0.13435117036104202,0.8081501126289368,2.448319320678711,-0.13435117036104202,-0.6264355343580246,0.6080867853554696,"[0.16564882963895797, 0.05168067932128917]",COMPLETE
65,0.9925342350006103,2026-07-28 16:15:49.965855,2026-07-28 16:24:50.451212,0 days 00:09:00.485357,1.6699045585375991,0.7288275005681013,1.671038763098223,0.7649363199204334,0.7941064267737601,0.12789560748874573,1.8150747632980346,2.136886283874512,"{""Prosody"": {""alignment"": 0.9942799735069275, ""uniformity"": -0.02431429099291563, ""effective_rank"": 1.8196478986740112, ""weight_entropy_ratio"": 0.7910478441352536}, ""Vocal_Tract"": {""alignment"": 0.9937472224235535, ""uniformity"": -0.024084600824862717, ""effective_rank"": 1.8150747632980346, ""weight_entropy_ratio"": 0.49152361538932965}, ""Timbre"": {""alignment"": 0.9913833522796631, ""uniformity"": -0.16260913878679276, ""effective_rank"": 2.455264492034912, ""weight_entropy_ratio"": 0.8739377651955093}, ""Voice_Quality"": {""alignment"": 0.9938702964782715, ""uniformity"": -0.024630459509789943, ""effective_rank"": 1.834506826400757, ""weight_entropy_ratio"": 0.5645931131207189}, ""Scene"": {""alignment"": 0.9893903303146362, ""uniformity"": -0.2741943335533142, ""effective_rank"": 2.759937438964844, ""weight_entropy_ratio"": 0.4826275723497719}}",-0.024084600824862717,0.9893903303146362,1.8150747632980346,-0.024084600824862717,-0.10196656473353505,0.6407459820381166,"[0.3256857090070843, 0.6849252367019654]",COMPLETE
66,0.9184298620223998,2026-07-28 16:24:56.499332,2026-07-28 16:34:02.594257,0 days 00:09:06.094925,1.3045306544593112,0.5430420271747247,1.5532665217946988,0.972278338617834,0.5577766001901056,0.6241818686687224,2.270690016746521,3.560398644447327,"{""Prosody"": {""alignment"": 0.979367082118988, ""uniformity"": -0.08130191117525101, ""effective_rank"": 2.4901222085952757, ""weight_entropy_ratio"": 0.7053405826928567}, ""Vocal_Tract"": {""alignment"": 0.9832293868064881, ""uniformity"": -0.05852242477238178, ""effective_rank"": 2.311449074745178, ""weight_entropy_ratio"": 0.6018974018386899}, ""Timbre"": {""alignment"": 0.8559740281105042, ""uniformity"": -1.206315062046051, ""effective_rank"": 5.3425803565979, ""weight_entropy_ratio"": 0.8487492948418794}, ""Voice_Quality"": {""alignment"": 0.9854429936408997, ""uniformity"": -0.05428906798362732, ""effective_rank"": 2.270690016746521, ""weight_entropy_ratio"": 0.4826089840164187}, ""Scene"": {""alignment"": 0.7881358194351197, ""uniformity"": -1.305365607738495, ""effective_rank"": 5.387151565551758, ""weight_entropy_ratio"": 0.35103922062605053}}",-0.05428906798362732,0.7881358194351197,2.270690016746521,-0.05428906798362732,-0.5411588147431612,0.597927096803179,"[0.268698088824749, 0.22930998325347884]",COMPLETE
67,0.9005494265556336,2026-07-28 16:34:06.875532,2026-07-28 16:43:11.360780,0 days 00:09:04.485248,1.5375947688157876,0.9326095381197728,1.6402813826145315,0.8916048613110966,0.9729303012886383,0.5034324535046344,2.695347938537598,3.3937622356414794,"{""Prosody"": {""alignment"": 0.9458944296836853, ""uniformity"": -0.5077243673801423, ""effective_rank"": 3.015461006164551, ""weight_entropy_ratio"": 0.7650503214925624}, ""Vocal_Tract"": {""alignment"": 0.8942093181610108, ""uniformity"": -0.40334116578102114, ""effective_rank"": 2.7587013912200926, ""weight_entropy_ratio"": 0.565033821546468}, ""Timbre"": {""alignment"": 0.9045027518272399, ""uniformity"": -0.7195601844787598, ""effective_rank"": 4.152278327941895, ""weight_entropy_ratio"": 0.8680038457556953}, ""Voice_Quality"": {""alignment"": 0.876571216583252, ""uniformity"": -0.36635120630264284, ""effective_rank"": 2.695347938537598, ""weight_entropy_ratio"": 0.6171817144697246}, ""Scene"": {""alignment"": 0.8815694165229797, ""uniformity"": -0.845725281238556, ""effective_rank"": 4.347022514343262, ""weight_entropy_ratio"": 0.5990179399853657}}",-0.36635120630264284,0.876571216583252,2.695347938537598,-0.36635120630264284,-0.5685404410362244,0.6828575286499633,"[-0.06635120630264285, -0.1953479385375978]",COMPLETE
68,0.960132432937622,2026-07-28 16:43:15.643942,2026-07-28 16:52:15.848353,0 days 00:09:00.204411,1.5023052896257827,1.3140216682410033,1.6508544578528739,0.9058212245510041,0.9812776039332649,0.49203125603016756,1.800755925178528,2.5835368099212643,"{""Prosody"": {""alignment"": 0.9888703346252441, ""uniformity"": -0.04395624756813049, ""effective_rank"": 1.800755925178528, ""weight_entropy_ratio"": 0.7556849227481092}, ""Vocal_Tract"": {""alignment"": 0.9878377366065979, ""uniformity"": -0.04741291679441929, ""effective_rank"": 1.8256260967254638, ""weight_entropy_ratio"": 0.57154797412582}, ""Timbre"": {""alignment"": 0.9106897044181824, ""uniformity"": -0.6217145180702209, ""effective_rank"": 3.8239215850830077, ""weight_entropy_ratio"": 0.8679238897966394}, ""Voice_Quality"": {""alignment"": 0.9883620047569275, ""uniformity"": -0.04492265276610851, ""effective_rank"": 1.8156671285629273, ""weight_entropy_ratio"": 0.6173608097412098}, ""Scene"": {""alignment"": 0.9249023842811585, ""uniformity"": -0.6413261699676513, ""effective_rank"": 3.6517133140563964, ""weight_entropy_ratio"": 0.7452498207203628}}",-0.04395624756813049,0.9106897044181824,1.800755925178528,-0.04395624756813049,-0.2798665010333061,0.7115534834264281,"[0.3060437524318695, 0.6992440748214721]",COMPLETE
69,0.9666508326530456,2026-07-28 16:52:21.316078,2026-07-28 17:01:19.108149,0 days 00:08:57.792071,1.5224380178741115,0.6051146844734041,1.520906492951789,1.0178042231456574,0.809386513623463,0.4401453984935036,1.7774392557144165,2.166507842063904,"{""Prosody"": {""alignment"": 0.985871160030365, ""uniformity"": -0.053634070828557014, ""effective_rank"": 1.7897246503829956, ""weight_entropy_ratio"": 0.7603359928356344}, ""Vocal_Tract"": {""alignment"": 0.9853871536254882, ""uniformity"": -0.053419335670769216, ""effective_rank"": 1.782776017189026, ""weight_entropy_ratio"": 0.6310339094379898}, ""Timbre"": {""alignment"": 0.9490682101249694, ""uniformity"": -0.44039864480495455, ""effective_rank"": 2.6899553966522216, ""weight_entropy_ratio"": 0.832231311205667}, ""Voice_Quality"": {""alignment"": 0.9858425521850586, ""uniformity"": -0.05151637572795153, ""effective_rank"": 1.7774392557144165, ""weight_entropy_ratio"": 0.570050406562665}, ""Scene"": {""alignment"": 0.9270850872993469, ""uniformity"": -0.5321420204639434, ""effective_rank"": 2.7926438903808593, ""weight_entropy_ratio"": 0.40971187981265267}}",-0.05151637572795153,0.9270850872993469,1.7774392557144165,-0.05151637572795153,-0.22622208949923514,0.6406726999709218,"[0.29636592917144294, 0.7225607442855835]",COMPLETE
70,0.9430646562576294,2026-07-28 17:01:23.404115,2026-07-28 17:10:21.975051,0 days 00:08:58.570936,1.4443829922043494,1.0866954897974914,1.7695990394104568,0.8108267526365273,0.7413981783441239,0.5324977042650548,2.108923621177673,3.124024950027466,"{""Prosody"": {""alignment"": 0.9873633694648742, ""uniformity"": -0.0496721450611949, ""effective_rank"": 2.1177019929885863, ""weight_entropy_ratio"": 0.748898603177774}, ""Vocal_Tract"": {""alignment"": 0.9849153208732605, ""uniformity"": -0.05258992232382297, ""effective_rank"": 2.108923621177673, ""weight_entropy_ratio"": 0.5280371823479473}, ""Timbre"": {""alignment"": 0.9009894609451294, ""uniformity"": -0.9282605028152466, ""effective_rank"": 4.591919755935669, ""weight_entropy_ratio"": 0.8916586099994984}, ""Voice_Quality"": {""alignment"": 0.9857737398147584, ""uniformity"": -0.056472781375050546, ""effective_rank"": 2.191045866012573, ""weight_entropy_ratio"": 0.5533473245129469}, ""Scene"": {""alignment"": 0.8562813901901245, ""uniformity"": -1.0287958693504333, ""effective_rank"": 4.610533514022827, ""weight_entropy_ratio"": 0.6727593672393809}}",-0.0496721450611949,0.8562813901901245,2.108923621177673,-0.0496721450611949,-0.42315824418514963,0.6789402174555096,"[0.3003278549388051, 0.3910763788223268]",COMPLETE
71,0.907484706401825,2026-07-28 17:10:26.367284,2026-07-28 17:19:28.630243,0 days 00:09:02.262959,1.366278781682929,1.016755688487749,1.4687438991303128,1.5793920718253784,0.8990415868641116,0.5757042823759099,2.642897491455078,3.5205953159332277,"{""Prosody"": {""alignment"": 0.9509473633766174, ""uniformity"": -0.20396466940641403, ""effective_rank"": 2.8433955192565916, ""weight_entropy_ratio"": 0.7290703839100955}, ""Vocal_Tract"": {""alignment"": 0.9594987273216248, ""uniformity"": -0.15271568089723586, ""effective_rank"": 2.7078144550323486, ""weight_entropy_ratio"": 0.7966785174339469}, ""Timbre"": {""alignment"": 0.8481535267829895, ""uniformity"": -1.0808324432373047, ""effective_rank"": 4.796668949127198, ""weight_entropy_ratio"": 0.8309087531865869}, ""Voice_Quality"": {""alignment"": 0.9597657775878906, ""uniformity"": -0.13294993430376054, ""effective_rank"": 2.642897491455078, ""weight_entropy_ratio"": 0.5924505095205833}, ""Scene"": {""alignment"": 0.8190581369400024, ""uniformity"": -1.0919120073318482, ""effective_rank"": 4.612200164794922, ""weight_entropy_ratio"": 0.6469436260900835}}",-0.13294993430376054,0.8190581369400024,2.642897491455078,-0.13294993430376054,-0.5324749470353126,0.7192103580282594,"[0.16705006569623945, -0.14289749145507802]",COMPLETE
72,0.9649668264389039,2026-07-28 17:19:32.922604,2026-07-28 17:28:33.353254,0 days 00:09:00.430650,1.6001814821774465,0.9497806430565123,1.6374047244255112,0.8715332007867538,0.865728374702837,0.5098865868579701,1.3589040899276734,2.231847554206848,"{""Prosody"": {""alignment"": 0.9987908363342285, ""uniformity"": -0.004747895547188819, ""effective_rank"": 1.3589040899276734, ""weight_entropy_ratio"": 0.7790318026869995}, ""Vocal_Tract"": {""alignment"": 0.9987173295021057, ""uniformity"": -0.004860779875889421, ""effective_rank"": 1.3611299514770507, ""weight_entropy_ratio"": 0.5626936181658477}, ""Timbre"": {""alignment"": 0.9223121404647827, ""uniformity"": -0.6024045956134796, ""effective_rank"": 3.5368357372283934, ""weight_entropy_ratio"": 0.8618478215702209}, ""Voice_Quality"": {""alignment"": 0.9985418367385864, ""uniformity"": -0.0057970025902613995, ""effective_rank"": 1.3877262496948242, ""weight_entropy_ratio"": 0.5772663236820113}, ""Scene"": {""alignment"": 0.9064719891548156, ""uniformity"": -0.6656709790229798, ""effective_rank"": 3.514641742706299, ""weight_entropy_ratio"": 0.6148349854343391}}",-0.004747895547188819,0.9064719891548156,1.3589040899276734,-0.004747895547188819,-0.2566962505299598,0.6791349103078836,"[0.3452521044528112, 1.1410959100723266]",COMPLETE
73,0.8878933205604553,2026-07-28 17:28:37.600206,2026-07-28 17:37:43.546377,0 days 00:09:05.946171,1.2898643608544866,1.1771182321453058,1.7090681085119754,1.0529285672933286,0.9300224690928678,0.6064898957053938,2.742403717041016,4.186552970886231,"{""Prosody"": {""alignment"": 0.8427782630920411, ""uniformity"": -0.8501229286193848, ""effective_rank"": 3.95180983543396, ""weight_entropy_ratio"": 0.7064010234594741}, ""Vocal_Tract"": {""alignment"": 0.9302164697647095, ""uniformity"": -0.2707280999422073, ""effective_rank"": 3.442834024429321, ""weight_entropy_ratio"": 0.6424850087254025}, ""Timbre"": {""alignment"": 0.8501355433464051, ""uniformity"": -1.086089642047882, ""effective_rank"": 5.389692134857178, ""weight_entropy_ratio"": 0.8806019733071868}, ""Voice_Quality"": {""alignment"": 0.9738135838508606, ""uniformity"": -0.10115962103009224, ""effective_rank"": 2.742403717041016, ""weight_entropy_ratio"": 0.5993282941412709}, ""Scene"": {""alignment"": 0.8425227427482604, ""uniformity"": -1.0354539346694946, ""effective_rank"": 5.4060251426696775, ""weight_entropy_ratio"": 0.7056298314771421}}",-0.10115962103009224,0.8425227427482604,2.742403717041016,-0.10115962103009224,-0.6687108452618122,0.7068892262220953,"[0.19884037896990775, -0.24240371704101582]",COMPLETE
74,0.9171888852119445,2026-07-28 17:37:48.694030,2026-07-28 17:46:58.360900,0 days 00:09:09.666870,1.6488858285374337,0.9173004920086871,1.3813595229414604,0.7183884988215916,0.6387304028985735,0.39880884904994707,2.2156765937805174,3.6376869506835936,"{""Prosody"": {""alignment"": 0.9382480144500732, ""uniformity"": -0.45769512057304385, ""effective_rank"": 2.778219165802002, ""weight_entropy_ratio"": 0.7876262120091275}, ""Vocal_Tract"": {""alignment"": 0.9311432719230652, ""uniformity"": -0.26591530680656433, ""effective_rank"": 2.5853665924072264, ""weight_entropy_ratio"": 0.47566310240434717}, ""Timbre"": {""alignment"": 0.8843043899536133, ""uniformity"": -0.9100787901878357, ""effective_rank"": 5.004700660705566, ""weight_entropy_ratio"": 0.8121566339551439}, ""Voice_Quality"": {""alignment"": 0.9734172844886779, ""uniformity"": -0.09608787268400193, ""effective_rank"": 2.2156765937805174, ""weight_entropy_ratio"": 0.517488891860026}, ""Scene"": {""alignment"": 0.8588314652442932, ""uniformity"": -0.9843786358833313, ""effective_rank"": 5.604471740722656, ""weight_entropy_ratio"": 0.6103518928361066}}",-0.09608787268400193,0.8588314652442932,2.2156765937805174,-0.09608787268400193,-0.5428311452269554,0.6406573466129503,"[0.20391212731599806, 0.2843234062194826]",COMPLETE
75,0.9294744877815246,2026-07-28 17:47:04.081554,2026-07-28 17:56:04.532933,0 days 00:09:00.451379,1.7048344127194817,0.8641830059106453,1.6115495656195202,1.7548357552335683,1.0513423094311083,0.5484808947226951,2.069376983642578,3.2921990976333615,"{""Prosody"": {""alignment"": 0.9877500700950622, ""uniformity"": -0.04750381276011467, ""effective_rank"": 2.11297492980957, ""weight_entropy_ratio"": 0.7944885215056575}, ""Vocal_Tract"": {""alignment"": 0.9879007649421692, ""uniformity"": -0.04603902466595173, ""effective_rank"": 2.100647530555725, ""weight_entropy_ratio"": 0.823201538279788}, ""Timbre"": {""alignment"": 0.8583006238937378, ""uniformity"": -0.9702502179145813, ""effective_rank"": 5.151414203643799, ""weight_entropy_ratio"": 0.8575015099184123}, ""Voice_Quality"": {""alignment"": 0.9893368482589722, ""uniformity"": -0.042011335529386996, ""effective_rank"": 2.069376983642578, ""weight_entropy_ratio"": 0.6335181790198248}, ""Scene"": {""alignment"": 0.8240841317176819, ""uniformity"": -1.0242684030532836, ""effective_rank"": 5.026581840515137, ""weight_entropy_ratio"": 0.5687374747475452}}",-0.042011335529386996,0.8240841317176819,2.069376983642578,-0.042011335529386996,-0.42601455878466366,0.7354894446942454,"[0.3024961872398853, 0.43062301635742184]",COMPLETE
76,0.8862052526473998,2026-07-28 17:56:09.005796,2026-07-28 18:05:11.081202,0 days 00:09:02.075406,1.540075208620303,0.9628485196836173,0.610449524976994,0.9114261076832203,0.7889449873699841,0.6338268654837872,2.15005126953125,3.259158442497254,"{""Prosody"": {""alignment"": 0.9695597004890442, ""uniformity"": -0.13585042372345923, ""effective_rank"": 2.252218232154846, ""weight_entropy_ratio"": 0.7651657185473575}, ""Vocal_Tract"": {""alignment"": 0.9691947746276856, ""uniformity"": -0.11384835802018642, ""effective_rank"": 2.15005126953125, ""weight_entropy_ratio"": 0.5678038526579254}, ""Timbre"": {""alignment"": 0.753639953136444, ""uniformity"": -1.3087486410140992, ""effective_rank"": 5.037460632324219, ""weight_entropy_ratio"": 0.3624462009628867}, ""Voice_Quality"": {""alignment"": 0.9674794411659241, ""uniformity"": -0.11524866998195649, ""effective_rank"": 2.193476686477661, ""weight_entropy_ratio"": 0.5599678095867886}, ""Scene"": {""alignment"": 0.7711523938179016, ""uniformity"": -1.1958483457565308, ""effective_rank"": 4.662585391998291, ""weight_entropy_ratio"": 0.617018345220587}}",-0.11384835802018642,0.753639953136444,2.15005126953125,-0.11384835802018642,-0.5739088876992464,0.5744803853951089,"[0.21414957627654074, 0.34994873046874986]",COMPLETE
77,0.8816951570510864,2026-07-28 18:05:16.959717,2026-07-28 18:14:19.228971,0 days 00:09:02.269254,0.5179343022415557,0.5836913259631071,0.5490325064343147,1.0973430085244447,0.7011444714698059,0.6831044181530889,1.9643705892562866,3.5058250045776367,"{""Prosody"": {""alignment"": 0.9837459564208985, ""uniformity"": -0.06180451810359955, ""effective_rank"": 1.9967847537994385, ""weight_entropy_ratio"": 0.33940845521622415}, ""Vocal_Tract"": {""alignment"": 0.9841696429252624, ""uniformity"": -0.060488462597131726, ""effective_rank"": 1.9866558408737183, ""weight_entropy_ratio"": 0.6647015762044133}, ""Timbre"": {""alignment"": 0.7129493117332458, ""uniformity"": -1.4731409454345703, ""effective_rank"": 5.821138153076172, ""weight_entropy_ratio"": 0.3073307256778842}, ""Voice_Quality"": {""alignment"": 0.9843966126441955, ""uniformity"": -0.05809699021279812, ""effective_rank"": 1.9643705892562866, ""weight_entropy_ratio"": 0.533454635919461}, ""Scene"": {""alignment"": 0.7432142615318298, ""uniformity"": -1.3949708604812623, ""effective_rank"": 5.760175685882569, ""weight_entropy_ratio"": 0.38669585287217617}}",-0.05809699021279812,0.7129493117332458,1.9643705892562866,-0.05809699021279812,-0.6097003553658723,0.4463182491780317,"[0.28819548189640043, 0.5356294107437134]",COMPLETE
78,0.9072839722633362,2026-07-28 18:14:23.659104,2026-07-28 18:23:29.200640,0 days 00:09:05.541536,1.219351490801106,0.6369335962028587,1.3235426621897026,1.1227386637982255,1.0052911639178983,0.4648882693473138,2.712792282104492,3.968174160003662,"{""Prosody"": {""alignment"": 0.9490302562713623, ""uniformity"": -0.2135901454091072, ""effective_rank"": 3.0843871879577636, ""weight_entropy_ratio"": 0.6802402834876504}, ""Vocal_Tract"": {""alignment"": 0.96240309715271, ""uniformity"": -0.13682518810033797, ""effective_rank"": 2.8096141052246093, ""weight_entropy_ratio"": 0.6588201497300035}, ""Timbre"": {""alignment"": 0.8521662449836731, ""uniformity"": -1.204780833721161, ""effective_rank"": 5.588566703796387, ""weight_entropy_ratio"": 0.7937849017001463}, ""Voice_Quality"": {""alignment"": 0.9687758660316468, ""uniformity"": -0.11547579228878022, ""effective_rank"": 2.712792282104492, ""weight_entropy_ratio"": 0.6205135618728275}, ""Scene"": {""alignment"": 0.8040443968772888, ""uniformity"": -1.2587906575202943, ""effective_rank"": 5.6455105209350585, ""weight_entropy_ratio"": 0.4284094747240779}}",-0.11547579228878022,0.8040443968772888,2.712792282104492,-0.11547579228878022,-0.5858925234079361,0.636353674302941,"[0.18452420771121977, -0.21279228210449208]",COMPLETE
79,0.9226312055587769,2026-07-28 18:23:33.722680,2026-07-28 18:32:34.031685,0 days 00:09:00.309005,1.0403160299497338,1.0429881623792057,1.6947975778507398,0.9524668600777652,0.8477720316637506,0.7287287746718641,2.349004821777344,3.3869309005737307,"{""Prosody"": {""alignment"": 0.9863888669013977, ""uniformity"": -0.0583835244178772, ""effective_rank"": 2.366053371429443, ""weight_entropy_ratio"": 0.6208549192188674}, ""Vocal_Tract"": {""alignment"": 0.9849101424217224, ""uniformity"": -0.05652545973658562, ""effective_rank"": 2.3567310523986817, ""weight_entropy_ratio"": 0.5925341852179463}, ""Timbre"": {""alignment"": 0.8527858877182006, ""uniformity"": -1.1350387406349183, ""effective_rank"": 5.082358989715576, ""weight_entropy_ratio"": 0.8795707195960977}, ""Voice_Quality"": {""alignment"": 0.9852161812782287, ""uniformity"": -0.05549914911389351, ""effective_rank"": 2.349004821777344, ""weight_entropy_ratio"": 0.5782241355797183}, ""Scene"": {""alignment"": 0.8038549494743347, ""uniformity"": -1.172798180580139, ""effective_rank"": 4.780506267547607, ""weight_entropy_ratio"": 0.6575790116263923}}",-0.05549914911389351,0.8038549494743347,2.349004821777344,-0.05549914911389351,-0.49564901089668273,0.6657525942478044,"[0.2916164755821228, 0.15099517822265618]",COMPLETE
