trial_number,alignment,max_group_uniformity,min_group_rank,min_group_alignment,uniformity,effective_rank,uniformity_avg,effective_rank_avg,weight_entropy_ratio,tau,sigma_scale,feasible,group_Prosody_alignment,group_Prosody_uniformity,group_Prosody_effective_rank,group_Prosody_entropy_ratio,group_Vocal_Tract_alignment,group_Vocal_Tract_uniformity,group_Vocal_Tract_effective_rank,group_Vocal_Tract_entropy_ratio,group_Timbre_alignment,group_Timbre_uniformity,group_Timbre_effective_rank,group_Timbre_entropy_ratio,group_Voice_Quality_alignment,group_Voice_Quality_uniformity,group_Voice_Quality_effective_rank,group_Voice_Quality_entropy_ratio,group_Scene_alignment,group_Scene_uniformity,group_Scene_effective_rank,group_Scene_entropy_ratio,sigma_scale_Prosody,sigma_scale_Vocal_Tract,sigma_scale_Timbre,sigma_scale_Voice_Quality,sigma_scale_Scene
0,0.9823310947418212,-0.019453965802676977,1.7104999780654908,0.9287783890962601,-0.019453965802676977,1.7104999780654908,-0.1313249765848741,2.1751319849491115,0.8616127034950309,0.40581311290499433,,False,0.9956388175487518,-0.019453965802676977,1.7104999780654908,0.9996368216791012,0.9945657670497894,-0.0203379264799878,1.7202290892601013,0.9936106269489076,0.9979079514741898,-0.037127070920541884,1.8617421567440033,0.9930022218556933,0.9947645485401153,-0.021283008554019035,1.729886269569397,0.6916515618946313,0.9287783890962601,-0.5584229111671448,3.8533024311065676,0.630162285096821,4.266498147616723,2.1101513838453085,1.3737845955327985,0.33047202013078175,0.33044636340245687
1,0.9996390122175216,-0.0020128579228185116,1.2327426970005035,0.9994941651821136,-0.0020128579228185116,1.2327426970005035,-0.0020830926613416524,1.2342304301261904,0.9115087333697328,0.10517943155978948,,False,0.9995117604732513,-0.0020128579228185116,1.2327426970005035,0.9989512481287435,0.9994941651821136,-0.0020671819162089377,1.2338538467884064,0.9772443998887143,0.999824795126915,-0.0022041079588234424,1.2367761850357055,0.9978625571466289,0.9995039612054825,-0.002051309944363311,1.2335214495658875,0.5837471988747881,0.9998603790998459,-0.0020800055644940585,1.234257972240448,0.9997382628097897,3.2500667782303387,1.3846905247421057,1.9537679506141499,0.21370067001013646,4.538431478276444
2,0.9426071417331696,-0.03556810123845935,1.7973467350006103,0.7866672843694686,-0.03556810123845935,1.7973467350006103,-0.2988691074308008,2.742498174905777,0.7628357536543546,0.8408205087604007,,False,0.9910081326961517,-0.03720207409933209,1.810614687204361,0.714963280984156,0.9903245359659195,-0.036311147687956694,1.8048522353172303,0.6713121203006475,0.7866672843694686,-1.0135655462741853,4.884873747825623,0.6736950172308871,0.9908174335956573,-0.03556810123845935,1.7973467350006103,0.7903855097420415,0.9542183220386505,-0.3716986678540707,3.4148034691810607,0.963822840014041,0.39615699970476376,0.3590958547948703,0.36092627369617003,0.5325279408645577,1.0829490041084235
3,0.9466335552930832,-0.040487847710028294,2.0860449373722076,0.8585705310106277,-0.040487847710028294,2.0860449373722076,-0.31719653779640794,3.192769298553467,0.8079265698799774,0.46034776771000996,,False,0.9896995514631272,-0.04077785676345229,2.0860449373722076,0.794342792816205,0.9897542417049408,-0.040487847710028294,2.08659964799881,0.9784721408346018,0.8585705310106277,-0.8090415000915527,5.063148665428161,0.6136587632092774,0.9889834851026535,-0.04279882716946304,2.1084074079990387,0.7794533807011951,0.9061599671840668,-0.6528766572475433,4.619645833969116,0.8737057718386065,0.5106823667399514,1.433387578475623,0.31335313528540565,0.5121895201455046,0.6504020089889654
4,0.9926188701391219,-0.008815714344382285,1.4269158124923706,0.9723426312208175,-0.008815714344382285,1.4269158124923706,-0.08489599695429205,1.6953500056266784,0.81809142981226,0.4832664850061841,,False,0.9978233337402344,-0.008815714344382285,1.4269158124923706,0.9972312719799172,0.9974503815174103,-0.010882300138473511,1.467528873682022,0.6937069935274807,0.9977482348680496,-0.011891205538995564,1.4860510528087616,0.9805552432002009,0.9977297693490982,-0.00925039646681398,1.4362545013427734,0.9584728763293455,0.9723426312208175,-0.38364036828279496,2.6599997878074646,0.46049076402435585,2.50414161703258,0.3803312094071718,1.0468847921574105,1.3464493568065974,0.23225490039051538
5,0.9910269176959992,-0.046677295491099356,2.3063180088996886,0.9879502266645431,-0.046677295491099356,2.3063180088996886,-0.04751300150528549,2.31643620967865,0.8290782057449466,0.6271676093063665,,False,0.9879502266645431,-0.0471408030949533,2.310985732078552,0.6533145802537045,0.9886560529470444,-0.04801513645797968,2.3239979982376098,0.4947514010416557,0.9949312895536423,-0.0470077695325017,2.309657645225525,0.9998988146333779,0.9883248001337052,-0.046677295491099356,2.3063180088996886,0.9990518893775866,0.9952722191810608,-0.04872400294989347,2.3312216639518737,0.9983743434184078,0.34626810531118907,0.24658588892768893,4.241456837579218,4.476366617757313,2.6984911090750465
6,0.9884439563751222,-0.03332076380029321,1.8506908655166625,0.9832309305667877,-0.03332076380029321,1.8506908655166625,-0.118360339673236,2.3092886245250703,0.8202414069037474,0.33938308071470213,,False,0.9918811768293381,-0.03332076380029321,1.8520937144756318,0.5523735426001566,0.991230908036232,-0.03334878101013601,1.8506908655166625,0.9894036512617909,0.9832309305667877,-0.23808128908276557,2.97572066783905,0.9566793743507708,0.9915808856487274,-0.03424164317548275,1.8523246049880981,0.6500312379158714,0.9842958807945251,-0.2528092212975025,3.0156132698059084,0.9527192283901474,0.27388594841887787,1.8094505491408697,0.824777446316616,0.2962321064331392,0.9845949630100261
7,0.9996402353048325,-0.001127212811843492,1.2618682205677032,0.9993397742509842,-0.001127212811843492,1.2618682205677032,-0.011829733617487365,1.3652874183654786,0.9014283737612047,0.08266909505945748,,False,0.9997224420309067,-0.001127212811843492,1.2618682205677032,0.9994005112620533,0.9997059971094131,-0.001176320921513252,1.2632716715335846,0.7501574606783458,0.9997275322675705,-0.0022884460806380956,1.2961673617362977,0.9964745664908001,0.9997054308652877,-0.0011431152728619055,1.2622337877750396,0.799607856811678,0.9993397742509842,-0.05341357300058007,1.7428960502147675,0.9615014735631456,3.7342669971066234,0.46003289292260346,1.6873159178730126,0.5454857126926345,1.0667284786811646
8,0.9963129645586015,-0.020645800535567103,1.8752892553806304,0.9946338593959808,-0.020645800535567103,1.8752892553806304,-0.02205480558797717,1.8936201870441436,0.9349066308085231,0.5693747653761156,,False,0.9948088318109513,-0.02243806216865778,1.898789644241333,0.6778067724511612,0.9946338593959808,-0.020815401594154535,1.877472573518753,0.9995120919021738,0.9983323097229004,-0.023270489135757088,1.9091064751148223,0.9991383859532265,0.994839733839035,-0.020645800535567103,1.8752892553806304,0.9986969029656331,0.9989500880241394,-0.023104274505749346,1.9074429869651794,0.9993790007704197,0.3626147241206897,4.533682875726217,2.4244832132602934,4.115220915289751,3.564059532411873
9,0.9184999883174895,-0.04373048795387149,2.039501613378525,0.813245615363121,-0.04373048795387149,2.039501613378525,-0.4661581937782467,3.4167435789108276,0.7280771274639222,0.6180049798705309,,False,0.9887667775154114,-0.04373048795387149,2.039501613378525,0.9994181086626455,0.9882558315992356,-0.04547512899152935,2.066233032941818,0.5171032360215851,0.813245615363121,-1.1260038167238235,5.495414280891419,0.7029599864299672,0.9884269535541534,-0.04659539354033768,2.083336389064789,0.5935970446200999,0.8138047635555268,-1.068986141681671,5.399232578277588,0.8273072615853131,3.888256187408813,0.2659115519669443,0.375839377446696,0.23134229110536686,0.5699310014070047
