number,value,datetime_start,datetime_complete,duration,params_mult_Prosody,params_mult_Scene,params_mult_Timbre,params_mult_Vocal_Tract,params_mult_Voice_Quality,params_tau,user_attrs_effective_rank,user_attrs_effective_rank_avg,user_attrs_group_breakdown,user_attrs_max_group_uniformity,user_attrs_min_group_alignment,user_attrs_min_group_rank,user_attrs_uniformity,user_attrs_uniformity_avg,user_attrs_weight_entropy_ratio,system_attrs_constraints,state
20,0.9379986615180969,2026-07-30 03:44:39.343819,2026-07-30 04:19:13.531911,0 days 00:34:34.188092,1.0079373200705464,2.448608104438929,0.7446621220168803,1.8029504841224906,1.7317024992712944,0.36283083955210216,2.272554259300232,3.1064425482749938,"{""Prosody"": {""alignment"": 0.9075506317615509, ""uniformity"": -0.4080286434292793, ""effective_rank"": 3.237389631271362, ""weight_entropy_ratio"": 0.9494114695151282}, ""Vocal_Tract"": {""alignment"": 0.985965176820755, ""uniformity"": -0.05421432949602604, ""effective_rank"": 2.3000480914115906, ""weight_entropy_ratio"": 0.9892061598587774}, ""Timbre"": {""alignment"": 0.8290850687026977, ""uniformity"": -0.7432525110244751, ""effective_rank"": 5.142620115280152, ""weight_entropy_ratio"": 0.9392550117949467}, ""Voice_Quality"": {""alignment"": 0.9874043130874633, ""uniformity"": -0.04866345090791583, ""effective_rank"": 2.272554259300232, ""weight_entropy_ratio"": 0.9774179592872859}, ""Scene"": {""alignment"": 0.9799881172180176, ""uniformity"": -0.07919552389532328, ""effective_rank"": 2.5796006441116335, ""weight_entropy_ratio"": 0.9975439118413536}}",-0.04866345090791583,0.8290850687026977,2.272554259300232,-0.04866345090791583,-0.26667089175060393,0.9705669024594983,"[0.3208044761046768, 0.22744574069976808]",COMPLETE
21,0.973508833169937,2026-07-30 04:19:18.468334,2026-07-30 04:53:53.384678,0 days 00:34:34.916344,2.1403091496088322,1.2207908533183873,1.240309741059828,1.4433603783680051,1.5446750113387577,0.4149270459260025,1.8089052438735962,2.432245537281036,"{""Prosody"": {""alignment"": 0.9976859474182129, ""uniformity"": -0.00932967871427536, ""effective_rank"": 1.8170509672164916, ""weight_entropy_ratio"": 0.9950945769552405}, ""Vocal_Tract"": {""alignment"": 0.997761663198471, ""uniformity"": -0.008980444897897542, ""effective_rank"": 1.8089052438735962, ""weight_entropy_ratio"": 0.9785322902229907}, ""Timbre"": {""alignment"": 0.9498989641666412, ""uniformity"": -0.19478634431958197, ""effective_rank"": 3.2452287530899047, ""weight_entropy_ratio"": 0.9886387202251241}, ""Voice_Quality"": {""alignment"": 0.9976002013683319, ""uniformity"": -0.009455142505466939, ""effective_rank"": 1.8185556244850158, ""weight_entropy_ratio"": 0.9688446104513214}, ""Scene"": {""alignment"": 0.9245973896980285, ""uniformity"": -0.2955612841248512, ""effective_rank"": 3.4714870977401735, ""weight_entropy_ratio"": 0.974581610489959}}",-0.008980444897897542,0.9245973896980285,1.8089052438735962,-0.008980444897897542,-0.10362257891241461,0.9811383616689271,"[0.3406703212857246, 0.6910947561264038]",COMPLETE
22,0.9803511593341827,2026-07-30 04:53:58.089283,2026-07-30 05:28:46.464217,0 days 00:34:48.374934,1.9061680853170428,1.5752435877501905,1.3917599242701775,1.3359383854026141,1.7570175703058706,0.4352167533897105,1.7400458002090453,2.258359179496765,"{""Prosody"": {""alignment"": 0.9971813392639161, ""uniformity"": -0.011273997155949473, ""effective_rank"": 1.8071057438850402, ""weight_entropy_ratio"": 0.9931897394801895}, ""Vocal_Tract"": {""alignment"": 0.9978237628936768, ""uniformity"": -0.008591558183543384, ""effective_rank"": 1.7400458002090453, ""weight_entropy_ratio"": 0.9729946909456132}, ""Timbre"": {""alignment"": 0.9616029441356659, ""uniformity"": -0.1494182276725769, ""effective_rank"": 2.886499061584473, ""weight_entropy_ratio"": 0.9925440104039005}, ""Voice_Quality"": {""alignment"": 0.9974993395805359, ""uniformity"": -0.009886964452452957, ""effective_rank"": 1.7670871424674988, ""weight_entropy_ratio"": 0.9783171197048361}, ""Scene"": {""alignment"": 0.9476484107971191, ""uniformity"": -0.2052922348678112, ""effective_rank"": 3.0910581493377687, ""weight_entropy_ratio"": 0.9891773272832607}}",-0.008591558183543384,0.9476484107971191,1.7400458002090453,-0.008591558183543384,-0.07689259646646679,0.9852445775635601,"[0.3387260028440505, 0.7599541997909547]",COMPLETE
23,0.9287562997341157,2026-07-30 05:28:51.268709,2026-07-30 06:03:20.073236,0 days 00:34:28.804527,2.3179667158722665,0.6518866575929505,1.0651575201508838,1.562187560609582,1.4062595608753998,0.38472804587213016,2.555817837715149,3.5566803398132323,"{""Prosody"": {""alignment"": 0.9717588424682617, ""uniformity"": -0.11289982415735722, ""effective_rank"": 2.906361904144287, ""weight_entropy_ratio"": 0.9965227239815126}, ""Vocal_Tract"": {""alignment"": 0.9836873912811279, ""uniformity"": -0.06423385567963123, ""effective_rank"": 2.555817837715149, ""weight_entropy_ratio"": 0.9825628925387138}, ""Timbre"": {""alignment"": 0.8935198545455932, ""uniformity"": -0.43218339145183565, ""effective_rank"": 4.3561532688140865, ""weight_entropy_ratio"": 0.9806924822084585}, ""Voice_Quality"": {""alignment"": 0.9825766217708588, ""uniformity"": -0.06831366844475269, ""effective_rank"": 2.6410786962509154, ""weight_entropy_ratio"": 0.9590968935049033}, ""Scene"": {""alignment"": 0.8122387886047363, ""uniformity"": -0.8854509913921356, ""effective_rank"": 5.3239899921417235, ""weight_entropy_ratio"": 0.8690224843518145}}",-0.06423385567963123,0.8122387886047363,2.555817837715149,-0.06423385567963123,-0.31261634622514245,0.9575794953170806,"[0.23710017584264276, -0.05581783771514903]",COMPLETE
24,0.9407762377262116,2026-07-30 06:03:24.264181,2026-07-30 06:38:01.267185,0 days 00:34:37.003004,2.3637675501262683,0.5993256127689431,1.122722847801743,1.82649225588173,1.352805258516829,0.3818982888111196,2.2105605101585386,2.9760919098854064,"{""Prosody"": {""alignment"": 0.9896553003787995, ""uniformity"": -0.04128643877804279, ""effective_rank"": 2.2143922877311706, ""weight_entropy_ratio"": 0.9968509172289275}, ""Vocal_Tract"": {""alignment"": 0.9896868216991425, ""uniformity"": -0.04030294321477413, ""effective_rank"": 2.211950662136078, ""weight_entropy_ratio"": 0.9898679487210618}, ""Timbre"": {""alignment"": 0.9113357675075531, ""uniformity"": -0.35576252579689027, ""effective_rank"": 3.5150284957885742, ""weight_entropy_ratio"": 0.9833960897504065}, ""Voice_Quality"": {""alignment"": 0.9897894310951233, ""uniformity"": -0.03973508641123771, ""effective_rank"": 2.2105605101585386, ""weight_entropy_ratio"": 0.956716469302929}, ""Scene"": {""alignment"": 0.8234138679504395, ""uniformity"": -0.8686831378936768, ""effective_rank"": 4.728527593612671, ""weight_entropy_ratio"": 0.8406265821738168}}",-0.03973508641123771,0.8234138679504395,2.2105605101585386,-0.03973508641123771,-0.26915402641892433,0.9534916014354282,"[0.3087135612219572, 0.2894394898414614]",COMPLETE
25,0.8969167041778563,2026-07-30 06:38:07.065077,2026-07-30 07:12:52.174353,0 days 00:34:45.109276,1.466572830972469,0.9624741196321329,0.7283647292694322,1.2284854432448526,0.9866144086405896,0.4570300109306918,2.9206474733352663,3.848011296272278,"{""Prosody"": {""alignment"": 0.9148773932456971, ""uniformity"": -0.3368966636061668, ""effective_rank"": 3.582690806388855, ""weight_entropy_ratio"": 0.9842828882529951}, ""Vocal_Tract"": {""alignment"": 0.9732722961902618, ""uniformity"": -0.10342156380414963, ""effective_rank"": 2.9345863962173464, ""weight_entropy_ratio"": 0.9684796870899426}, ""Timbre"": {""alignment"": 0.7896895051002503, ""uniformity"": -0.8545104706287384, ""effective_rank"": 5.109771432876587, ""weight_entropy_ratio"": 0.9341615126725233}, ""Voice_Quality"": {""alignment"": 0.9757082307338715, ""uniformity"": -0.09443954966962337, ""effective_rank"": 2.9206474733352663, ""weight_entropy_ratio"": 0.9160898868785402}, ""Scene"": {""alignment"": 0.8310360956192017, ""uniformity"": -0.6665530282258988, ""effective_rank"": 4.692360372543335, ""weight_entropy_ratio"": 0.9483796576131112}}",-0.09443954966962337,0.7896895051002503,2.9206474733352663,-0.09443954966962337,-0.4111642551869154,0.9502787265014224,"[0.20556045033037662, -0.4206474733352663]",COMPLETE
26,0.905872686624527,2026-07-30 07:12:56.470726,2026-07-30 07:43:25.897782,0 days 00:30:29.427056,1.4893053389291928,0.8049143165234055,0.7052828550528718,1.5867134963980953,0.9989750534087578,0.47556254582872715,1.9648527359962464,3.0971274490356446,"{""Prosody"": {""alignment"": 0.9773252284526825, ""uniformity"": -0.0869443066418171, ""effective_rank"": 2.4670305848121643, ""weight_entropy_ratio"": 0.9849097217031936}, ""Vocal_Tract"": {""alignment"": 0.9944859325885773, ""uniformity"": -0.02167916242033243, ""effective_rank"": 1.9772509050369262, ""weight_entropy_ratio"": 0.9844206866030898}, ""Timbre"": {""alignment"": 0.777647374868393, ""uniformity"": -0.8976363897323608, ""effective_rank"": 4.532447366714478, ""weight_entropy_ratio"": 0.9267681944199306}, ""Voice_Quality"": {""alignment"": 0.9942205262184143, ""uniformity"": -0.022713653091341258, ""effective_rank"": 1.9648527359962464, ""weight_entropy_ratio"": 0.9158326068971496}, ""Scene"": {""alignment"": 0.7856843709945679, ""uniformity"": -0.8530167961120605, ""effective_rank"": 4.544055652618408, ""weight_entropy_ratio"": 0.917866216141991}}",-0.02167916242033243,0.777647374868393,1.9648527359962464,-0.02167916242033243,-0.3763980615995824,0.9459594851530708,"[0.2772863469086587, 0.5351472640037536]",COMPLETE
27,0.9566785323619843,2026-07-30 07:43:30.917491,2026-07-30 08:18:07.627596,0 days 00:34:36.710105,1.810114843146097,0.7770714363007967,1.793220453975848,1.1969091541636332,0.7641776026493512,0.45677944475977617,2.126381275653839,2.6570878190994263,"{""Prosody"": {""alignment"": 0.9945745694637299, ""uniformity"": -0.021488167215138673, ""effective_rank"": 2.126381275653839, ""weight_entropy_ratio"": 0.9915709351493159}, ""Vocal_Tract"": {""alignment"": 0.9943521809577942, ""uniformity"": -0.022297541834414004, ""effective_rank"": 2.126766541004181, ""weight_entropy_ratio"": 0.9643336232685132}, ""Timbre"": {""alignment"": 0.9828062057495117, ""uniformity"": -0.06621066935360431, ""effective_rank"": 2.3996764087677, ""weight_entropy_ratio"": 0.9970201561146265}, ""Voice_Quality"": {""alignment"": 0.9937514340877533, ""uniformity"": -0.02455996746197343, ""effective_rank"": 2.15009156703949, ""weight_entropy_ratio"": 0.8718659169948344}, ""Scene"": {""alignment"": 0.8179082715511322, ""uniformity"": -0.7568688887357712, ""effective_rank"": 4.482523303031922, ""weight_entropy_ratio"": 0.9118917029862652}}",-0.021488167215138673,0.8179082715511322,2.126381275653839,-0.021488167215138673,-0.17828504692018032,0.9473364669027109,"[0.3337893306463957, 0.37361872434616084]",COMPLETE
28,0.9797272927761078,2026-07-30 08:18:11.746152,2026-07-30 08:53:00.755520,0 days 00:34:49.009368,2.299254565077997,1.0840354350932246,0.7002454492318951,1.8734234003033585,1.0621762975909563,0.1591761248906731,1.643986825942993,2.3224793076515198,"{""Prosody"": {""alignment"": 0.996701467037201, ""uniformity"": -0.013568937540985643, ""effective_rank"": 1.6466506767272948, ""weight_entropy_ratio"": 0.9965326218000277}, ""Vocal_Tract"": {""alignment"": 0.9966342973709107, ""uniformity"": -0.013449943144805729, ""effective_rank"": 1.643986825942993, ""weight_entropy_ratio"": 0.9906885469305121}, ""Timbre"": {""alignment"": 0.9503744173049927, ""uniformity"": -0.2611891582608223, ""effective_rank"": 3.4854953193664553, ""weight_entropy_ratio"": 0.9247860872077324}, ""Voice_Quality"": {""alignment"": 0.9965314555168152, ""uniformity"": -0.013767303498461843, ""effective_rank"": 1.6575836968421935, ""weight_entropy_ratio"": 0.9256530072078334}, ""Scene"": {""alignment"": 0.9583948266506195, ""uniformity"": -0.20308613464236258, ""effective_rank"": 3.178680019378662, ""weight_entropy_ratio"": 0.9633542076555334}}",-0.013449943144805729,0.9503744173049927,1.643986825942993,-0.013449943144805729,-0.10101229541748763,0.9602028941603278,"[0.33643106245901433, 0.8560131740570069]",COMPLETE
29,0.9542345976829529,2026-07-30 08:53:07.460147,2026-07-30 09:27:29.320742,0 days 00:34:21.860595,2.9936745712024337,0.9090019176781791,1.0817178549711821,2.5335436438974757,0.890289363993561,0.33230819281960533,2.3927895855903625,3.0596786446571347,"{""Prosody"": {""alignment"": 0.9944263577461243, ""uniformity"": -0.022013548128306866, ""effective_rank"": 2.4090363574028015, ""weight_entropy_ratio"": 0.9986681498028469}, ""Vocal_Tract"": {""alignment"": 0.9945943534374238, ""uniformity"": -0.021390663031488656, ""effective_rank"": 2.3927895855903625, ""weight_entropy_ratio"": 0.9961364512557783}, ""Timbre"": {""alignment"": 0.9149403107166291, ""uniformity"": -0.35624263167381287, ""effective_rank"": 3.7121915197372437, ""weight_entropy_ratio"": 0.9813815338062065}, ""Voice_Quality"": {""alignment"": 0.9940669333934784, ""uniformity"": -0.02348405735567212, ""effective_rank"": 2.4664424777030947, ""weight_entropy_ratio"": 0.8957164589379574}, ""Scene"": {""alignment"": 0.873145033121109, ""uniformity"": -0.5665724408626557, ""effective_rank"": 4.317933282852173, ""weight_entropy_ratio"": 0.940960479583284}}",-0.021390663031488656,0.873145033121109,2.3927895855903625,-0.021390663031488656,-0.19794066821038722,0.9625726146772144,"[0.3279864518716931, 0.10721041440963752]",COMPLETE
30,0.9348002014160157,2026-07-30 09:27:33.626174,2026-07-30 10:02:14.487662,0 days 00:34:40.861488,2.575566501006809,0.6006428071533313,1.4563492290725581,2.252516157279063,1.4099356102655058,0.4997032603751846,2.0688161993026735,2.8573147544860844,"{""Prosody"": {""alignment"": 0.9876227700710296, ""uniformity"": -0.04822979733347893, ""effective_rank"": 2.0688161993026735, ""weight_entropy_ratio"": 0.9975895753119822}, ""Vocal_Tract"": {""alignment"": 0.9878305947780609, ""uniformity"": -0.04746411010622978, ""effective_rank"": 2.09359393119812, ""weight_entropy_ratio"": 0.9946526531694505}, ""Timbre"": {""alignment"": 0.9358095562458039, ""uniformity"": -0.24450398862361908, ""effective_rank"": 3.2680823612213135, ""weight_entropy_ratio"": 0.9939103950426381}, ""Voice_Quality"": {""alignment"": 0.9869634509086609, ""uniformity"": -0.05054445926100016, ""effective_rank"": 2.147172908782959, ""weight_entropy_ratio"": 0.9610629259692877}, ""Scene"": {""alignment"": 0.7757746350765228, ""uniformity"": -0.9200224173069, ""effective_rank"": 4.708908371925354, ""weight_entropy_ratio"": 0.8503762096293902}}",-0.04746411010622978,0.7757746350765228,2.0688161993026735,-0.04746411010622978,-0.2621529545262456,0.9595183518245497,"[0.30177020266652105, 0.43118380069732654]",COMPLETE
31,0.9602768034934998,2026-07-30 10:02:20.906235,2026-07-30 10:36:59.734433,0 days 00:34:38.828198,1.131129849248322,1.8483396156285783,0.9088642986236145,0.8625155189043722,1.1400295424715061,0.3899505699534823,2.2494917273521424,2.978707233428955,"{""Prosody"": {""alignment"": 0.9887821197509765, ""uniformity"": -0.04390901263803244, ""effective_rank"": 2.270984933376312, ""weight_entropy_ratio"": 0.9640723807069892}, ""Vocal_Tract"": {""alignment"": 0.9897229838371276, ""uniformity"": -0.04133180271834135, ""effective_rank"": 2.2494917273521424, ""weight_entropy_ratio"": 0.9193931606606809}, ""Timbre"": {""alignment"": 0.8714183902740479, ""uniformity"": -0.5371436554193497, ""effective_rank"": 5.208169012069702, ""weight_entropy_ratio"": 0.9663937609687936}, ""Voice_Quality"": {""alignment"": 0.9859563338756562, ""uniformity"": -0.05574449565261602, ""effective_rank"": 2.332856731414795, ""weight_entropy_ratio"": 0.9376415108533422}, ""Scene"": {""alignment"": 0.9655041897296905, ""uniformity"": -0.1361558173596859, ""effective_rank"": 2.8320337629318235, ""weight_entropy_ratio"": 0.9933960169234993}}",-0.04133180271834135,0.8714183902740479,2.2494917273521424,-0.04133180271834135,-0.1628569567576051,0.956179366022661,"[0.30609098736196755, 0.2505082726478576]",COMPLETE
32,0.9136103281974792,2026-07-30 10:37:04.035664,2026-07-30 11:11:44.730026,0 days 00:34:40.694362,1.4046090811298384,0.8765077812349841,0.7620705834852598,1.1683281118044242,0.8933621043480591,0.4175211396407398,2.7561177110671995,3.5652686948776244,"{""Prosody"": {""alignment"": 0.9658759510517121, ""uniformity"": -0.14535880848765373, ""effective_rank"": 2.9097360706329347, ""weight_entropy_ratio"": 0.9814771536385173}, ""Vocal_Tract"": {""alignment"": 0.9680318641662597, ""uniformity"": -0.12127807389944792, ""effective_rank"": 2.856113862991333, ""weight_entropy_ratio"": 0.9630961508104801}, ""Timbre"": {""alignment"": 0.8253546810150146, ""uniformity"": -0.7213131749629974, ""effective_rank"": 4.689940366744995, ""weight_entropy_ratio"": 0.9411491653805468}, ""Voice_Quality"": {""alignment"": 0.9758219039440155, ""uniformity"": -0.09048901297152043, ""effective_rank"": 2.7561177110671995, ""weight_entropy_ratio"": 0.8992754601250728}, ""Scene"": {""alignment"": 0.8329672408103943, ""uniformity"": -0.6915603470802307, ""effective_rank"": 4.61443546295166, ""weight_entropy_ratio"": 0.9355449549354717}}",-0.09048901297152043,0.8253546810150146,2.7561177110671995,-0.09048901297152043,-0.35399988348037004,0.9441085769780178,"[0.20951098702847956, -0.2561177110671995]",COMPLETE
